,name,party,state,district,context,le,eg
421,Les Aspin,democrat,Wisconsin,1,candidate,"[{'year': 1976, 'le': 0.15278798300000002}, {'year': 1978, 'le': 0.110084485}, {'year': 1980, 'le': 0.136026124}, {'year': 1982, 'le': 1.0072187190000002}, {'year': 1984, 'le': 3.1479864060000002}, {'year': 1986, 'le': 2.5103161330000003}, {'year': 1988, 'le': 2.233202934}, {'year': 1990, 'le': 2.7802868380000003}, {'year': 1992, 'le': 0.09401018800000001}]","[{'year': 1976, 'eg': 0.19145929354120692}, {'year': 1978, 'eg': 0.41024472931454603}, {'year': 1980, 'eg': 0.3655599219397439}, {'year': 1982, 'eg': 0.270577135375215}, {'year': 1984, 'eg': 0.37579553088427675}, {'year': 1986, 'eg': -0.0015544331034868205}, {'year': 1988, 'eg': -0.02326396894935055}, {'year': 1990, 'eg': -0.4938755434265224}, {'year': 1992, 'eg': 0.3316606836272827}]"
422,Robert W. Kastenmeier,democrat,Wisconsin,2,candidate,"[{'year': 1976, 'le': 4.429039955}, {'year': 1978, 'le': 5.392918821}, {'year': 1988, 'le': 7.956816196}]","[{'year': 1976, 'eg': 0.18797903147392675}, {'year': 1978, 'eg': 0.33666547041594796}, {'year': 1988, 'eg': 0.32993470462627955}]"
423,Alvin J. Baldus,democrat,Wisconsin,3,candidate,"[{'year': 1976, 'le': 0.146269128}]","[{'year': 1976, 'eg': 0.33760044460973376}]"
424,Clement J. Zablocki,democrat,Wisconsin,4,candidate,"[{'year': 1976, 'le': 5.6815233229999995}, {'year': 1978, 'le': 7.835210861}, {'year': 1980, 'le': 4.7007718060000006}, {'year': 1982, 'le': 0.0}]","[{'year': 1976, 'eg': -0.49954715140818495}, {'year': 1978, 'eg': 0.17828214153269617}, {'year': 1980, 'eg': 0.09161610220953528}, {'year': 1982, 'eg': -0.4454985987856142}]"
425,Henry S. Reuss,democrat,Wisconsin,5,candidate,"[{'year': 1976, 'le': 3.753460169}, {'year': 1978, 'le': 1.235859584}, {'year': 1980, 'le': 0.07866256}]","[{'year': 1976, 'eg': -0.06780838102483416}, {'year': 1978, 'eg': 0.028594743171276412}, {'year': 1980, 'eg': -0.04872843572031531}]"
426,William A. Steiger,republican,Wisconsin,6,candidate,"[{'year': 1976, 'le': 1.871548414}, {'year': 1978, 'le': 0.10360892699999999}]","[{'year': 1976, 'eg': 0.2329426025214395}, {'year': 1978, 'eg': 0.09982283380961915}]"
427,David R. Obey,democrat,Wisconsin,7,candidate,"[{'year': 1976, 'le': 0.06935174}, {'year': 1978, 'le': 0.097133369}, {'year': 1982, 'le': 1.01376605}, {'year': 1984, 'le': 1.259237421}, {'year': 1986, 'le': 2.095838547}, {'year': 1988, 'le': 3.445365906}, {'year': 1990, 'le': 1.623338688}, {'year': 1992, 'le': 3.286712086}, {'year': 1994, 'le': 0.133915141}, {'year': 1996, 'le': 0.271211684}, {'year': 1998, 'le': 0.10794780400000001}, {'year': 2000, 'le': 0.062427986}, {'year': 2002, 'le': 0.09961485099999999}, {'year': 2004, 'le': 0.042051217}, {'year': 2006, 'le': 3.398071766}, {'year': 2008, 'le': 7.814332948}]","[{'year': 1976, 'eg': 0.028022501784668523}, {'year': 1978, 'eg': 0.2469322056712132}, {'year': 1982, 'eg': 0.14051472716343477}, {'year': 1984, 'eg': 0.2753088178603154}, {'year': 1986, 'eg': 0.2478859951546776}, {'year': 1988, 'eg': 0.25619409242372243}, {'year': 1990, 'eg': 0.25716121981358786}, {'year': 1992, 'eg': 0.21150312812521804}, {'year': 1994, 'eg': 0.41349813604887076}, {'year': 1996, 'eg': 0.35860405648863836}, {'year': 1998, 'eg': 0.2874780604091897}, {'year': 2000, 'eg': 0.23399400277919988}, {'year': 2002, 'eg': 0.21553596104494308}, {'year': 2004, 'eg': -0.35644467474942504}, {'year': 2006, 'eg': 0.22801311686915385}, {'year': 2008, 'eg': 0.28353633263491285}]"
428,Robert J. Cornell,democrat,Wisconsin,8,candidate,"[{'year': 1976, 'le': 0.519317389}]","[{'year': 1976, 'eg': 0.46077700718087206}]"
429,"Robert W. Kasten, Jr.",republican,Wisconsin,9,candidate,"[{'year': 1976, 'le': 0.21474586399999998}]","[{'year': 1976, 'eg': 0.18178526017607957}]"
430,John H. Buchanan Jr.,republican,Alabama,6,candidate,"[{'year': 1978, 'le': 0.045328905999999995}]","[{'year': 1978, 'eg': 0.2658705187328005}]"
431,Richard C. Shelby,democrat,Alabama,7,candidate,"[{'year': 1978, 'le': 0.389355756}, {'year': 1980, 'le': 0.61745668}, {'year': 1982, 'le': 1.444994211}]","[{'year': 1978, 'eg': -0.4159144663802674}, {'year': 1980, 'eg': 0.0309115897727542}, {'year': 1982, 'eg': -0.46823761696282945}]"
432,Edwin R. Bethune Jr.,republican,Arkansas,2,candidate,"[{'year': 1978, 'le': 0.047487425}]","[{'year': 1978, 'eg': 0.4753266627427899}]"
433,Beryl Anthony Jr.,democrat,Arkansas,4,candidate,"[{'year': 1978, 'le': 0.010792597}, {'year': 1980, 'le': 0.671340113}, {'year': 1984, 'le': 0.760851567}, {'year': 1990, 'le': 0.397809649}]","[{'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.0}, {'year': 1984, 'eg': -0.47896170981034614}, {'year': 1990, 'eg': 0.05254926391029214}]"
434,Harold T. Johnson,democrat,California,1,candidate,"[{'year': 1978, 'le': 2.716275277}]","[{'year': 1978, 'eg': 0.3129565679373091}]"
435,Robert T. Matsui,democrat,California,3,candidate,"[{'year': 1978, 'le': 0.073389657}, {'year': 1980, 'le': 1.842439603}, {'year': 1982, 'le': 0.9506222609999999}, {'year': 1984, 'le': 0.6988087709999999}, {'year': 1986, 'le': 1.166315079}, {'year': 1988, 'le': 0.533270121}, {'year': 1990, 'le': 0.8180269109999999}, {'year': 1992, 'le': 0.593467776}, {'year': 1994, 'le': 0.153432712}, {'year': 1996, 'le': 0.564120352}, {'year': 1998, 'le': 0.138790041}, {'year': 2000, 'le': 0.218497962}, {'year': 2002, 'le': 0.016602475}, {'year': 2004, 'le': 0.028034145}]","[{'year': 1978, 'eg': 0.4312921829035508}, {'year': 1980, 'eg': 0.05986190643540818}, {'year': 1982, 'eg': -0.39632866166964403}, {'year': 1984, 'eg': -0.4999923878540599}, {'year': 1986, 'eg': -0.01893058466603501}, {'year': 1988, 'eg': 0.07646470054235237}, {'year': 1990, 'eg': 0.24442233257868984}, {'year': 1992, 'eg': 0.068220853573907}, {'year': 1994, 'eg': 0.10494205787640475}, {'year': 1996, 'eg': 0.057063123579966415}, {'year': 1998, 'eg': 0.04113485321948858}, {'year': 2000, 'eg': 0.07451450301085215}, {'year': 2002, 'eg': 0.05937922753043822}, {'year': 2004, 'eg': 0.01970401319633688}]"
436,Vic Fazio,democrat,California,4,candidate,"[{'year': 1978, 'le': 1.385694212}, {'year': 1980, 'le': 1.47531167}, {'year': 1982, 'le': 1.9970381259999999}, {'year': 1984, 'le': 1.942819881}, {'year': 1986, 'le': 1.476880789}, {'year': 1988, 'le': 3.087119102}, {'year': 1990, 'le': 2.134675246}, {'year': 1992, 'le': 2.407218635}, {'year': 1994, 'le': 0.057392202}, {'year': 1996, 'le': 0.334059149}]","[{'year': 1978, 'eg': 0.392553171353401}, {'year': 1980, 'eg': 0.1444027212211358}, {'year': 1982, 'eg': 0.22279447831266205}, {'year': 1984, 'eg': 0.25304476668192394}, {'year': 1986, 'eg': 0.09681351114997813}, {'year': 1988, 'eg': -0.49283796372403965}, {'year': 1990, 'eg': 0.3462799471618501}, {'year': 1992, 'eg': 0.39083520120661125}, {'year': 1994, 'eg': 0.4634755607024088}, {'year': 1996, 'eg': 0.37585292486143496}]"
437,Fortney H. Stark Jr.,democrat,California,9,candidate,"[{'year': 1978, 'le': 1.5778024309999998}]","[{'year': 1978, 'eg': 0.15124296591760023}]"
438,Paul N. McCloskey Jr.,republican,California,12,candidate,"[{'year': 1978, 'le': 0.19699585}]","[{'year': 1978, 'eg': -0.01540743979760752}]"
439,Norman D. Shumway,republican,California,14,candidate,"[{'year': 1978, 'le': 0.423892065}, {'year': 1980, 'le': 1.5498549259999999}, {'year': 1982, 'le': 0.731587887}, {'year': 1988, 'le': 0.572500169}]","[{'year': 1978, 'eg': 0.3922866347293395}, {'year': 1980, 'eg': 0.2547590659128929}, {'year': 1982, 'eg': 0.2314873006497342}, {'year': 1988, 'eg': 0.2480838808388084}]"
440,Tony Coelho,democrat,California,15,candidate,"[{'year': 1978, 'le': 1.4311509530000002}, {'year': 1980, 'le': 0.598087577}, {'year': 1982, 'le': 1.053840637}, {'year': 1984, 'le': 1.429729614}, {'year': 1986, 'le': 2.8215541839999996}, {'year': 1988, 'le': 0.590526581}]","[{'year': 1978, 'eg': 0.2978277895880952}, {'year': 1980, 'eg': 0.03368639985115389}, {'year': 1982, 'eg': 0.20325748095051205}, {'year': 1984, 'eg': 0.17229967862561676}, {'year': 1986, 'eg': 0.06132802124833997}, {'year': 1988, 'eg': 0.08428372494755954}]"
441,Charles Pashayan Jr.,republican,California,17,candidate,"[{'year': 1978, 'le': 0.179358314}]","[{'year': 1978, 'eg': 0.41010919621131375}]"
442,William M. Thomas,republican,California,18,candidate,"[{'year': 1978, 'le': 0.7123680059999999}, {'year': 1980, 'le': 0.32408129199999997}, {'year': 1982, 'le': 0.400704861}, {'year': 1984, 'le': 0.210431229}, {'year': 1986, 'le': 0.46955105700000005}, {'year': 1988, 'le': 0.15776024800000002}, {'year': 1990, 'le': 0.24720145899999998}, {'year': 1992, 'le': 0.63180225}, {'year': 1994, 'le': 7.593074799}, {'year': 1996, 'le': 5.360888958}, {'year': 1998, 'le': 4.3168349269999995}, {'year': 2000, 'le': 8.43012619}, {'year': 2002, 'le': 8.940820694}, {'year': 2004, 'le': 6.857148082}]","[{'year': 1978, 'eg': 0.314876559008875}, {'year': 1980, 'eg': 0.0794568947543404}, {'year': 1982, 'eg': 0.13805147972454315}, {'year': 1984, 'eg': 0.08220698097075767}, {'year': 1986, 'eg': 0.047744335701836706}, {'year': 1988, 'eg': 0.06009449534073343}, {'year': 1990, 'eg': 0.24667195977239645}, {'year': 1992, 'eg': 0.19535886510346234}, {'year': 1994, 'eg': 0.09589579849559224}, {'year': 1996, 'eg': 0.10648593789235791}, {'year': 1998, 'eg': -0.289125272990754}, {'year': 2000, 'eg': 0.031793068809643395}, {'year': 2002, 'eg': 0.00400827829686216}, {'year': 2004, 'eg': -0.49999522408589003}]"
443,Barry M. Goldwater,republican,California,20,candidate,"[{'year': 1978, 'le': 0.410890473}]","[{'year': 1978, 'eg': 0.1723897056942106}]"
444,Henry A. Waxman,democrat,California,24,candidate,"[{'year': 1978, 'le': 9.707041195}, {'year': 1980, 'le': 7.301557057}, {'year': 1982, 'le': 11.41984558}, {'year': 1984, 'le': 12.45538614}, {'year': 1986, 'le': 10.43837261}, {'year': 1988, 'le': 9.550900459}, {'year': 1990, 'le': 7.697918678}, {'year': 1994, 'le': 0.09565366800000001}, {'year': 1996, 'le': 0.189761132}, {'year': 1998, 'le': 0.27892527}, {'year': 2000, 'le': 0.321868867}, {'year': 2002, 'le': 0.6648605470000001}, {'year': 2004, 'le': 0.999586383}, {'year': 2006, 'le': 4.712117195}, {'year': 2008, 'le': 4.172420787}, {'year': 2010, 'le': 0.110435113}, {'year': 2012, 'le': 0.10966693599999999}]","[{'year': 1978, 'eg': 0.19926567529148345}, {'year': 1980, 'eg': 0.13317908281140317}, {'year': 1982, 'eg': 0.15912882434647127}, {'year': 1984, 'eg': 0.19839265137656487}, {'year': 1986, 'eg': -0.3793294576595331}, {'year': 1988, 'eg': 0.015047945779675116}, {'year': 1990, 'eg': 0.06722984356197352}, {'year': 1994, 'eg': 0.10283334033701727}, {'year': 1996, 'eg': 0.06977334196083178}, {'year': 1998, 'eg': -0.012527092434332431}, {'year': 2000, 'eg': -0.06469116418486909}, {'year': 2002, 'eg': 0.09258161676356329}, {'year': 2004, 'eg': 0.0751528044005037}, {'year': 2006, 'eg': 0.04953384907478251}, {'year': 2008, 'eg': -0.49999588124814653}, {'year': 2010, 'eg': 0.17312310986048193}, {'year': 2012, 'eg': -0.03955481602411152}]"
445,Julian C. Dixon,democrat,California,28,candidate,"[{'year': 1978, 'le': 0.890698845}, {'year': 1980, 'le': 2.187148375}, {'year': 1984, 'le': 1.179238062}, {'year': 1986, 'le': 1.452077985}, {'year': 1988, 'le': 2.916333437}, {'year': 1990, 'le': 2.682115616}, {'year': 1992, 'le': 2.128467932}, {'year': 1994, 'le': 0.019130735}, {'year': 1996, 'le': 0.0}, {'year': 1998, 'le': 0.0}, {'year': 2000, 'le': 0.165024325}]","[{'year': 1978, 'eg': -0.4999897532584638}, {'year': 1980, 'eg': -0.12303356056633456}, {'year': 1984, 'eg': -0.032140157975347285}, {'year': 1986, 'eg': -0.05036676831781093}, {'year': 1988, 'eg': -0.062260543034703505}, {'year': 1990, 'eg': -0.004560669456066945}, {'year': 1992, 'eg': -0.37171608453116683}, {'year': 1994, 'eg': -0.10033569268284959}, {'year': 1996, 'eg': -0.19963084522575233}, {'year': 1998, 'eg': -0.25394618972600624}, {'year': 2000, 'eg': -0.21430221179502454}]"
446,Augustus G. Hawkins,democrat,California,29,candidate,"[{'year': 1978, 'le': 1.118311067}]","[{'year': 1978, 'eg': -0.19990615958084612}]"
447,George E. Danielson,democrat,California,30,candidate,"[{'year': 1978, 'le': 3.298267166}, {'year': 1980, 'le': 6.477121802}]","[{'year': 1978, 'eg': 0.0716642228739003}, {'year': 1980, 'eg': 0.013486153696403368}]"
448,Charles H. Wilson,democrat,California,31,candidate,[],"[{'year': 1978, 'eg': 0.14487505629465536}]"
449,Wayne Grisham,republican,California,33,candidate,"[{'year': 1978, 'le': 0.021585193}, {'year': 1980, 'le': 0.051622305}]","[{'year': 1978, 'eg': 0.3803995129264533}, {'year': 1980, 'eg': 0.08292053424689243}]"
450,Dan Lungren,republican,California,34,candidate,"[{'year': 1978, 'le': 0.03237779}, {'year': 1980, 'le': 0.153094189}, {'year': 1982, 'le': 0.195677698}, {'year': 1984, 'le': 0.338621735}, {'year': 2004, 'le': 2.255118886}]","[{'year': 1978, 'eg': 0.3994791543079515}, {'year': 1980, 'eg': 0.02296155987698328}, {'year': 1982, 'eg': 0.09355514878120638}, {'year': 1984, 'eg': 0.016634581046634293}, {'year': 2004, 'eg': 0.22929533602951166}]"
451,George E. Brown Jr.,democrat,California,36,candidate,"[{'year': 1978, 'le': 1.498635645}, {'year': 1980, 'le': 1.1003987259999999}, {'year': 1984, 'le': 0.891523802}, {'year': 1990, 'le': 7.098649896}, {'year': 1996, 'le': 0.162727013}]","[{'year': 1978, 'eg': 0.24168067884096509}, {'year': 1980, 'eg': 0.4088268421364633}, {'year': 1984, 'eg': 0.3688058489033306}, {'year': 1990, 'eg': 0.44578874572322924}, {'year': 1996, 'eg': 0.490371216226678}]"
452,Jerry Lewis,republican,California,37,candidate,"[{'year': 1978, 'le': 0.201312889}, {'year': 1980, 'le': 0.47215383899999996}, {'year': 1982, 'le': 0.13097345800000001}, {'year': 1984, 'le': 0.624699214}, {'year': 1986, 'le': 0.195710808}, {'year': 1988, 'le': 0.188317433}, {'year': 1990, 'le': 0.156191708}, {'year': 1992, 'le': 0.047005094000000004}, {'year': 1994, 'le': 2.18692112}, {'year': 1996, 'le': 2.7847924230000003}, {'year': 1998, 'le': 2.232123613}, {'year': 2000, 'le': 2.77755022}, {'year': 2002, 'le': 2.600140095}, {'year': 2004, 'le': 7.92015138}, {'year': 2006, 'le': 0.12455738300000001}, {'year': 2008, 'le': 0.274677568}, {'year': 2010, 'le': 0.0}]","[{'year': 1978, 'eg': 0.2343307141046616}, {'year': 1980, 'eg': 0.035743496756492424}, {'year': 1982, 'eg': 0.13402064977139916}, {'year': 1984, 'eg': -0.3547419200162738}, {'year': 1986, 'eg': -0.03704766334253459}, {'year': 1988, 'eg': 0.07236811418443025}, {'year': 1990, 'eg': 0.223493189585596}, {'year': 1992, 'eg': 0.1800465698572215}, {'year': 1994, 'eg': 0.08637032693869823}, {'year': 1996, 'eg': 0.14063023361202145}, {'year': 1998, 'eg': 0.17022148209825147}, {'year': 2000, 'eg': -0.2992085577340204}, {'year': 2002, 'eg': 0.1224535721927501}, {'year': 2004, 'eg': -0.32948062684699253}, {'year': 2006, 'eg': 0.1615237375338324}, {'year': 2008, 'eg': 0.26702357943563976}, {'year': 2010, 'eg': 0.23571082526719594}]"
453,Jerry M. Patterson,democrat,California,38,candidate,"[{'year': 1978, 'le': 1.190223054}, {'year': 1980, 'le': 0.0}, {'year': 1982, 'le': 0.6813103559999999}]","[{'year': 1978, 'eg': 0.3278157009839325}, {'year': 1980, 'eg': 0.34511929012252396}, {'year': 1982, 'eg': 0.41051267158702953}]"
454,William E. Dannemeyer,republican,California,39,candidate,"[{'year': 1978, 'le': 0.151096352}, {'year': 1990, 'le': 0.263500456}]","[{'year': 1978, 'eg': 0.22582944714883754}, {'year': 1990, 'eg': 0.15460201574947768}]"
455,Bob Wilson,republican,California,41,candidate,"[{'year': 1978, 'le': 0.565085319}]","[{'year': 1978, 'eg': 0.3372573896612228}]"
456,Pat Schroeder,democrat,Colorado,1,candidate,"[{'year': 1978, 'le': 2.491036584}, {'year': 1980, 'le': 0.895722248}]","[{'year': 1978, 'eg': 0.25565624303647033}, {'year': 1980, 'eg': 0.27976528487601743}]"
457,Tim Wirth,democrat,Colorado,2,candidate,"[{'year': 1978, 'le': 0.10765871800000001}]","[{'year': 1978, 'eg': 0.4421483624927124}]"
458,Ray Kogovsek,democrat,Colorado,3,candidate,"[{'year': 1978, 'le': 1.9183345219999999}, {'year': 1980, 'le': 0.797901167}, {'year': 1982, 'le': 3.605379581}]","[{'year': 1978, 'eg': 0.4974194369423509}, {'year': 1980, 'eg': 0.3883350105300287}, {'year': 1982, 'eg': 0.4133890148535468}]"
459,James P.  (Jim) Johnson,republican,Colorado,4,candidate,"[{'year': 1978, 'le': 2.170753446}]","[{'year': 1978, 'eg': 0.2763228156779912}]"
460,Ken Kramer,republican,Colorado,5,candidate,"[{'year': 1978, 'le': 0.08634077300000001}, {'year': 1980, 'le': 0.153094189}, {'year': 1982, 'le': 1.048455596}, {'year': 1984, 'le': 0.28530913199999997}]","[{'year': 1978, 'eg': 0.2462738977760437}, {'year': 1980, 'eg': 0.029134340547162105}, {'year': 1982, 'eg': 0.3090800797907959}, {'year': 1984, 'eg': -0.07176266075047301}]"
461,William R. Ratchford,democrat,Connecticut,5,candidate,"[{'year': 1978, 'le': 0.053962983}, {'year': 1980, 'le': 0.170987103}, {'year': 1982, 'le': 0.219452724}]","[{'year': 1978, 'eg': 0.4536268407305057}, {'year': 1980, 'eg': 0.492697784436536}, {'year': 1982, 'eg': 0.3237730211740006}]"
462,Earl Dewitt Hutto,democrat,Florida,1,candidate,"[{'year': 1978, 'le': 0.214834597}]","[{'year': 1978, 'eg': 0.23476792562978946}]"
463,Bill Chappell Jr.,democrat,Florida,4,candidate,"[{'year': 1978, 'le': 1.058301689}]","[{'year': 1978, 'eg': 0.03756397266197265}]"
464,Sam M. Gibbons,democrat,Florida,7,candidate,"[{'year': 1978, 'le': 0.334570494}, {'year': 1980, 'le': 4.174195823}, {'year': 1982, 'le': 3.70363903}, {'year': 1984, 'le': 1.057623123}, {'year': 1986, 'le': 0.194018722}, {'year': 1988, 'le': 2.942829132}]","[{'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.06467587603632484}, {'year': 1982, 'eg': 0.015513687012343102}, {'year': 1984, 'eg': 0.3233905453693398}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.0}]"
465,Bill Nelson,democrat,Florida,9,candidate,"[{'year': 1978, 'le': 0.047487425}, {'year': 1980, 'le': 0.096555474}, {'year': 1982, 'le': 0.08926176300000001}, {'year': 1984, 'le': 1.172038795}, {'year': 1986, 'le': 1.658992529}, {'year': 1988, 'le': 0.56664288}]","[{'year': 1978, 'eg': 0.2701641978615134}, {'year': 1980, 'eg': 0.09267313145175124}, {'year': 1982, 'eg': 0.08851478830253592}, {'year': 1984, 'eg': 0.28974635725849973}, {'year': 1986, 'eg': 0.045715665094776675}, {'year': 1988, 'eg': 0.2831502043264454}]"
466,Dan Mica,democrat,Florida,11,candidate,"[{'year': 1978, 'le': 0.11871856199999999}, {'year': 1980, 'le': 0.298693567}, {'year': 1982, 'le': 0.630240798}, {'year': 1984, 'le': 3.500772355}, {'year': 1986, 'le': 0.994023621}]","[{'year': 1978, 'eg': 0.39427304877119534}, {'year': 1980, 'eg': 0.310773126435223}, {'year': 1982, 'eg': 0.03982838268844421}, {'year': 1984, 'eg': 0.39200355573470186}, {'year': 1986, 'eg': 0.02486007762743122}]"
467,Edward J. Stack,democrat,Florida,12,candidate,"[{'year': 1978, 'le': 0.9662470209999999}]","[{'year': 1978, 'eg': 0.26719436558074716}]"
468,Wyche Fowler Jr.,democrat,Georgia,5,candidate,"[{'year': 1978, 'le': 0.9273936740000001}, {'year': 1980, 'le': 0.093411791}, {'year': 1984, 'le': 0.095503479}]","[{'year': 1978, 'eg': -0.009567084078711985}, {'year': 1980, 'eg': 0.01927138716114842}, {'year': 1984, 'eg': -0.4998809917355372}]"
469,Newton Leroy Gingrich,republican,Georgia,6,candidate,"[{'year': 1978, 'le': 0.010792597}]","[{'year': 1978, 'eg': 0.4118788999306679}]"
470,Billy Lee Evans,democrat,Georgia,8,candidate,"[{'year': 1978, 'le': 0.140303755}, {'year': 1980, 'le': 1.029257606}]","[{'year': 1978, 'eg': -0.4997572403078193}, {'year': 1980, 'eg': 0.00818746008613208}]"
471,Cecil (Cee) Heftel,democrat,Hawaii,1,candidate,"[{'year': 1978, 'le': 0.27197343399999996}]","[{'year': 1978, 'eg': -0.020578449381346828}]"
472,Bennett M. Stewart,democrat,Illinois,1,candidate,"[{'year': 1978, 'le': 0.043170386}]","[{'year': 1978, 'eg': 0.32726165430184917}]"
473,Edward J. Derwinski,republican,Illinois,4,candidate,"[{'year': 1978, 'le': 0.082023734}, {'year': 1980, 'le': 0.775777322}]","[{'year': 1978, 'eg': 0.16263302862726495}, {'year': 1980, 'eg': 0.14065622323722524}]"
474,Henry J. Hyde,republican,Illinois,6,candidate,"[{'year': 1978, 'le': 0.283336623}, {'year': 1980, 'le': 0.278462645}, {'year': 1982, 'le': 0.233095795}, {'year': 1984, 'le': 0.163280141}, {'year': 1986, 'le': 0.077508606}, {'year': 1988, 'le': 0.11473472400000001}, {'year': 1990, 'le': 0.6234589779999999}, {'year': 1992, 'le': 0.17548568399999998}, {'year': 1994, 'le': 6.593078136}, {'year': 1996, 'le': 9.062207222}, {'year': 1998, 'le': 4.037276745}, {'year': 2000, 'le': 5.169981956}, {'year': 2002, 'le': 3.4648830889999997}, {'year': 2004, 'le': 4.275531728}]","[{'year': 1978, 'eg': 0.1762564807153647}, {'year': 1980, 'eg': 0.16057437008940667}, {'year': 1982, 'eg': 0.13204067948144838}, {'year': 1984, 'eg': -0.0019039711398058808}, {'year': 1986, 'eg': -0.007684630738522954}, {'year': 1988, 'eg': 0.026386814516709968}, {'year': 1990, 'eg': 0.16621243039463218}, {'year': 1992, 'eg': 0.18989376905487804}, {'year': 1994, 'eg': 0.0012009302443797736}, {'year': 1996, 'eg': 0.19122716723151773}, {'year': 1998, 'eg': 0.12768242933352644}, {'year': 2000, 'eg': 0.32119916713452723}, {'year': 2002, 'eg': 0.19819752461580933}, {'year': 2004, 'eg': 0.383421232561766}]"
