,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
21852,2008,Mississippi,MS,28,64,46,US House,1,gen,,False,Travis Childers,democrat,False,total,185959,341389.0,False,20171005,1,15265.5,,
21857,2008,Mississippi,MS,28,64,46,US House,2,gen,,False,Bennie G. Thompson,democrat,False,total,201606,291970.0,False,20171005,1,55622.0,,
21859,2008,Mississippi,MS,28,64,46,US House,3,gen,,False,Gregg Harper,republican,False,total,213171,340869.0,False,20171005,1,42737.5,,
21860,2008,Mississippi,MS,28,64,46,US House,4,gen,,False,Gene Taylor,democrat,False,total,216542,290519.0,False,20171005,1,71283.5,,
21864,2008,Missouri,MO,29,43,34,US House,1,gen,,False,Wm. Lacy Clay,democrat,False,total,242570,279277.0,False,20171005,1,102932.5,,
21865,2008,Missouri,MO,29,43,34,US House,2,gen,,False,W. Todd Akin,republican,False,total,232276,372972.0,False,20171005,1,45791.0,,
21868,2008,Missouri,MO,29,43,34,US House,3,gen,,False,Russ Carnahan,democrat,False,total,202470,305071.0,False,20171005,1,49935.5,,
21872,2008,Missouri,MO,29,43,34,US House,4,gen,,False,Ike Skelton,democrat,False,total,200009,303455.0,False,20171005,1,48282.5,,
21875,2008,Missouri,MO,29,43,34,US House,5,gen,,False,Emanuel Cleaver,democrat,False,total,197249,306415.0,False,20171005,1,44042.5,,
21876,2008,Missouri,MO,29,43,34,US House,6,gen,,False,Sam Graves,republican,False,total,196526,330699.0,False,20171005,1,31177.5,,
21882,2008,Missouri,MO,29,43,34,US House,7,gen,,False,Roy Blunt,republican,False,total,219016,323212.0,False,20171005,1,57411.0,,
21886,2008,Missouri,MO,29,43,34,US House,8,gen,,False,Jo Ann Emerson,republican,False,total,198798,278288.0,False,20171005,1,59655.0,,
21890,2008,Missouri,MO,29,43,34,US House,9,gen,,False,Blaine Luetkemeyer,republican,False,total,161031,322095.0,False,20171005,1,-15.5,,
21892,2008,Montana,MT,30,81,64,US House,0,gen,,False,Dennis R. Rehberg,republican,False,total,308470,480900.0,False,20171005,1,68021.0,,
21895,2008,Nebraska,NE,31,46,35,US House,1,gen,,False,Jeff Fortenberry,republican,False,total,184923,262820.0,False,20171005,1,53514.0,,
21897,2008,Nebraska,NE,31,46,35,US House,2,gen,,False,Lee Terry,republican,False,total,142473,274374.0,False,20171005,1,5287.0,,
21898,2008,Nebraska,NE,31,46,35,US House,3,gen,,False,Adrian Smith,republican,False,total,183117,238204.0,False,20171005,1,64016.0,,
21902,2008,Nevada,NV,32,88,65,US House,1,gen,,False,Shelley Berkley,democrat,False,total,154860,228922.0,False,20171005,1,40400.0,,
21907,2008,Nevada,NV,32,88,65,US House,2,gen,,False,Dean Heller,republican,False,total,170771,329520.0,False,20171005,1,6012.0,,
21912,2008,Nevada,NV,32,88,65,US House,3,gen,,False,Dina Titus,democrat,False,total,165912,349812.0,False,20171005,1,-8993.0,,
21916,2008,New Hampshire,NH,33,12,4,US House,1,gen,,False,Carol Shea-Porter,democrat,False,total,176435,340873.0,False,20171005,1,5999.5,,
21920,2008,New Hampshire,NH,33,12,4,US House,2,gen,,False,Paul W. Hodes,democrat,False,total,188332,333675.0,False,20171005,1,21495.5,,
21923,2008,New Jersey,NJ,34,22,12,US House,1,gen,,False,Robert E. Andrews,democrat,False,total,206453,285157.0,False,20171005,1,63875.5,,
21932,2008,New Jersey,NJ,34,22,12,US House,2,gen,,False,Frank A. LoBiondo,republican,False,total,167701,283965.0,False,20171005,1,25719.5,,
21933,2008,New Jersey,NJ,34,22,12,US House,3,gen,,False,John Adler,democrat,False,total,166390,319512.0,False,20171005,1,6635.0,,
21935,2008,New Jersey,NJ,34,22,12,US House,4,gen,,False,Christopher H. Smith,republican,False,total,202972,306551.0,False,20171005,1,49697.5,,
21940,2008,New Jersey,NJ,34,22,12,US House,5,gen,,False,Scott Garrett,republican,False,total,172653,309007.0,False,20171005,1,18150.5,,
21941,2008,New Jersey,NJ,34,22,12,US House,6,gen,,False,Frank Pallone Jr.,democrat,False,total,164077,245077.0,False,20171005,1,41539.5,,
21946,2008,New Jersey,NJ,34,22,12,US House,7,gen,,False,Leonard Lance,republican,False,total,148461,295628.0,False,20171005,1,648.0,,
21951,2008,New Jersey,NJ,34,22,12,US House,8,gen,,False,Bill Pascrell Jr.,democrat,False,total,159279,223986.0,False,20171005,1,47287.0,,
21953,2008,New Jersey,NJ,34,22,12,US House,9,gen,,False,Steven R. Rothman,democrat,False,total,151182,223885.0,False,20171005,1,39240.5,,
21956,2008,New Jersey,NJ,34,22,12,US House,10,gen,,False,Donald M. Payne,democrat,False,total,169945,171793.0,False,20171005,1,84049.5,,
21959,2008,New Jersey,NJ,34,22,12,US House,11,gen,,False,Rodney P. Frelinghuysen,republican,False,total,189696,306732.0,False,20171005,1,36331.0,,
21960,2008,New Jersey,NJ,34,22,12,US House,12,gen,,False,Rush D. Holt,democrat,False,total,193732,306934.0,False,20171005,1,40266.0,,
21965,2008,New Jersey,NJ,34,22,12,US House,13,gen,,False,Albio Sires,democrat,False,total,120382,159753.0,False,20171005,1,40506.5,,
21967,2008,New Mexico,NM,35,85,66,US House,1,gen,,False,Martin T. Heinrich,democrat,False,total,166271,298756.0,False,20171005,1,16894.0,,
21970,2008,New Mexico,NM,35,85,66,US House,2,gen,,False,Harry Teague,democrat,False,total,129572,231552.0,False,20171005,1,13797.0,,
21972,2008,New Mexico,NM,35,85,66,US House,3,gen,,False,Ben R. Lujan,democrat,False,total,161292,284258.0,False,20171005,1,19164.0,,
21978,2008,New York,NY,36,21,13,US House,1,gen,,False,Timothy H. Bishop,democrat,False,total,141727,325670.0,False,20171005,1,-21107.0,,
21982,2008,New York,NY,36,21,13,US House,2,gen,,False,Steve Israel,democrat,False,total,143759,295105.0,False,20171005,1,-3792.5,,
21988,2008,New York,NY,36,21,13,US House,3,gen,,False,Peter T. King,republican,False,total,149344,320337.0,False,20171005,1,-10823.5,,
21994,2008,New York,NY,36,21,13,US House,4,gen,,False,Carolyn McCarthy,democrat,False,total,151792,298708.0,False,20171005,1,2439.0,,
22002,2008,New York,NY,36,21,13,US House,5,gen,,False,Gary L. Ackerman,democrat,False,total,105836,205768.0,False,20171005,1,2953.0,,
22005,2008,New York,NY,36,21,13,US House,6,gen,,False,Gregory W. Meeks,democrat,False,total,141180,210336.0,False,20171005,1,36013.0,,
22006,2008,New York,NY,36,21,13,US House,7,gen,,False,Joseph Crowley,democrat,False,total,113988,189071.0,False,20171005,1,19453.5,,
22013,2008,New York,NY,36,21,13,US House,8,gen,,False,Jerrold Nadler,democrat,False,total,152153,253235.0,False,20171005,1,25536.5,,
22016,2008,New York,NY,36,21,13,US House,9,gen,,False,Anthony D. Weiner,democrat,False,total,106097,203070.0,False,20171005,1,4563.0,,
22020,2008,New York,NY,36,21,13,US House,10,gen,,False,Edolphus Towns,democrat,False,total,155090,228761.0,False,20171005,1,40710.5,,
22025,2008,New York,NY,36,21,13,US House,11,gen,,False,Yvette D. Clarke,democrat,False,total,158235,230988.0,False,20171005,1,42742.0,,
22031,2008,New York,NY,36,21,13,US House,12,gen,,False,Nydia M. Vel___quez,democrat,False,total,115633,181916.0,False,20171005,1,24676.0,,
22038,2008,New York,NY,36,21,13,US House,13,gen,,False,Michael E. McMahon,democrat,False,total,107640,224764.0,False,20171005,1,-4741.0,,
22040,2008,New York,NY,36,21,13,US House,14,gen,,False,Carolyn B. Maloney,democrat,False,total,176426,274592.0,False,20171005,1,39131.0,,
22045,2008,New York,NY,36,21,13,US House,15,gen,,False,Charles B. Rangel,democrat,False,total,170372,245159.0,False,20171005,1,47793.5,,
22053,2008,New York,NY,36,21,13,US House,16,gen,,False,Jos_ E. Serrano,democrat,False,total,123312,169499.0,False,20171005,1,38563.5,,
22058,2008,New York,NY,36,21,13,US House,17,gen,,False,Eliot L. Engel,democrat,False,total,149676,243765.0,False,20171005,1,27794.5,,
22066,2008,New York,NY,36,21,13,US House,18,gen,,False,Nita M. Lowey,democrat,False,total,167365,302028.0,False,20171005,1,16352.0,,
22069,2008,New York,NY,36,21,13,US House,19,gen,,False,John J. Hall,democrat,False,total,141173,320510.0,False,20171005,1,-19081.0,,
22075,2008,New York,NY,36,21,13,US House,20,gen,,False,Kirsten E. Gillibrand,democrat,False,total,178996,334716.0,False,20171005,1,11639.0,,
22084,2008,New York,NY,36,21,13,US House,21,gen,,False,Paul D. Tonko,democrat,False,total,159849,311931.0,False,20171005,1,3884.5,,
22090,2008,New York,NY,36,21,13,US House,22,gen,,False,Maurice D. Hinchey,democrat,False,total,147238,290102.0,False,20171005,1,2188.0,,
22094,2008,New York,NY,36,21,13,US House,23,gen,,False,John M. McHugh,republican,False,total,120778,261238.0,False,20171005,1,-9840.0,,
22100,2008,New York,NY,36,21,13,US House,24,gen,,False,Michael A. Arcuri,democrat,False,total,121345,282114.0,False,20171005,1,-19711.0,,
22104,2008,New York,NY,36,21,13,US House,25,gen,,False,Daniel B. Maffei,democrat,False,total,148290,322180.0,False,20171005,1,-12799.0,,
22112,2008,New York,NY,36,21,13,US House,26,gen,,False,Christopher J. Lee,republican,False,total,124845,323251.0,False,20171005,1,-36779.5,,
22117,2008,New York,NY,36,21,13,US House,27,gen,,False,Brian Higgins,democrat,False,total,169196,293504.0,False,20171005,1,22445.0,,
22124,2008,New York,NY,36,21,13,US House,28,gen,,False,Louise McIntosh Slaughter,democrat,False,total,155409,271887.0,False,20171005,1,19466.5,,
22132,2008,New York,NY,36,21,13,US House,29,gen,,False,Eric J. J. Massa,democrat,False,total,131526,307298.0,False,20171005,1,-22122.0,,
22133,2008,North Carolina,NC,37,56,47,US House,1,gen,,False,G. K. Butterfield,democrat,False,total,192765,274271.0,False,20171005,1,55630.5,,
22137,2008,North Carolina,NC,37,56,47,US House,2,gen,,False,Bob Etheridge,democrat,False,total,199730,298430.0,False,20171005,1,50516.0,,
22139,2008,North Carolina,NC,37,56,47,US House,3,gen,,False,Walter B. Jones,republican,False,total,201686,306050.0,False,20171005,1,48662.0,,
22141,2008,North Carolina,NC,37,56,47,US House,4,gen,,False,David E. Price,democrat,False,total,265751,419698.0,False,20171005,1,55903.0,,
22143,2008,North Carolina,NC,37,56,47,US House,5,gen,,False,Virginia Foxx,republican,False,total,190820,326923.0,False,20171005,1,27359.5,,
22144,2008,North Carolina,NC,37,56,47,US House,6,gen,,False,Howard Coble,republican,False,total,221018,329891.0,False,20171005,1,56073.5,,
22147,2008,North Carolina,NC,37,56,47,US House,7,gen,,False,Mike McIntyre,democrat,False,total,215383,312855.0,False,20171005,1,58956.5,,
22148,2008,North Carolina,NC,37,56,47,US House,8,gen,,False,Larry Kissell,democrat,False,total,157185,283819.0,False,20171005,1,15276.5,,
22152,2008,North Carolina,NC,37,56,47,US House,9,gen,,False,Sue Wilkins Myrick,republican,False,total,241053,386483.0,False,20171005,1,47812.5,,
22153,2008,North Carolina,NC,37,56,47,US House,10,gen,,False,Patrick T. McHenry,republican,False,total,171774,298473.0,False,20171005,1,22538.5,,
22156,2008,North Carolina,NC,37,56,47,US House,11,gen,,False,Heath Shuler,democrat,False,total,211112,340716.0,False,20171005,1,40755.0,,
22158,2008,North Carolina,NC,37,56,47,US House,12,gen,,False,Melvin L. Watt,democrat,False,total,215908,301722.0,False,20171005,1,65048.0,,
22161,2008,North Carolina,NC,37,56,47,US House,13,gen,,False,Brad Miller,democrat,False,total,221379,335762.0,False,20171005,1,53499.0,,
22163,2008,North Dakota,ND,38,44,36,US House,0,gen,,False,Earl Pomeroy,democrat,False,total,194577,313965.0,False,20171005,1,37595.5,,
22166,2008,Ohio,OH,39,31,24,US House,1,gen,,False,Steve Driehaus,democrat,False,total,155455,296290.0,False,20171005,1,7311.0,,
22170,2008,Ohio,OH,39,31,24,US House,2,gen,,False,Jean Schmidt,republican,False,total,148671,331624.0,False,20171005,1,-17140.0,,
22172,2008,Ohio,OH,39,31,24,US House,3,gen,,False,Michael R. Turner,republican,False,total,200204,316180.0,False,20171005,1,42115.0,,
22174,2008,Ohio,OH,39,31,24,US House,4,gen,,False,Jim Jordan,republican,False,total,186154,285653.0,False,20171005,1,43328.5,,
22177,2008,Ohio,OH,39,31,24,US House,5,gen,,False,Robert E. Latta,republican,False,total,188905,294745.0,False,20171005,1,41533.5,,
22179,2008,Ohio,OH,39,31,24,US House,6,gen,,False,Charles A. Wilson,democrat,False,total,176330,283110.0,False,20171005,1,34776.0,,
22181,2008,Ohio,OH,39,31,24,US House,7,gen,,False,Steve Austria,republican,False,total,174915,300462.0,False,20171005,1,24685.0,,
22183,2008,Ohio,OH,39,31,24,US House,8,gen,,False,John A. Boehner,republican,False,total,202063,297573.0,False,20171005,1,53277.5,,
22186,2008,Ohio,OH,39,31,24,US House,9,gen,,False,Marcy Kaptur,democrat,False,total,222054,298566.0,False,20171005,1,72772.0,,
22189,2008,Ohio,OH,39,31,24,US House,10,gen,,False,Dennis J. Kucinich,democrat,False,total,157268,275809.0,False,20171005,1,19364.5,,
22190,2008,Ohio,OH,39,31,24,US House,11,gen,,False,Marcia L. Fudge,democrat,False,total,212667,249542.0,False,20171005,1,87897.0,,
22194,2008,Ohio,OH,39,31,24,US House,12,gen,,False,Patrick J. Tiberi,republican,False,total,197447,360388.0,False,20171005,1,17254.0,,
22198,2008,Ohio,OH,39,31,24,US House,13,gen,,False,Betty Sutton,democrat,False,total,192593,297680.0,False,20171005,1,43754.0,,
22201,2008,Ohio,OH,39,31,24,US House,14,gen,,False,Steven C. LaTourette,republican,False,total,188488,323213.0,False,20171005,1,26882.5,,
22206,2008,Ohio,OH,39,31,24,US House,15,gen,,False,Mary Jo Kilroy,democrat,False,total,139584,303838.0,False,20171005,1,-12334.0,,
22208,2008,Ohio,OH,39,31,24,US House,16,gen,,False,John A. Boccieri,democrat,False,total,169044,305337.0,False,20171005,1,16376.5,,
22210,2008,Ohio,OH,39,31,24,US House,17,gen,,False,Tim Ryan,democrat,False,total,218896,280112.0,False,20171005,1,78841.0,,
22212,2008,Ohio,OH,39,31,24,US House,18,gen,,False,Zachary T. Space,democrat,False,total,164187,274218.0,False,20171005,1,27079.0,,
22215,2008,Oklahoma,OK,40,73,53,US House,1,gen,,False,John Sullivan,republican,False,total,193404,292294.0,False,20171005,1,47258.0,,
22217,2008,Oklahoma,OK,40,73,53,US House,2,gen,,False,Dan Boren,democrat,False,total,173757,246572.0,False,20171005,1,50472.0,,
22219,2008,Oklahoma,OK,40,73,53,US House,3,gen,,False,Frank D. Lucas,republican,False,total,184306,264359.0,False,20171005,1,52127.5,,
22221,2008,Oklahoma,OK,40,73,53,US House,4,gen,,False,Tom Cole,republican,False,total,180080,272781.0,False,20171005,1,43690.5,,
22225,2008,Oklahoma,OK,40,73,53,US House,5,gen,,False,Mary Fallin,republican,False,total,171925,260921.0,False,20171005,1,41465.5,,
22231,2008,Oregon,OR,41,92,72,US House,1,gen,,False,David Wu,democrat,False,total,237567,332248.0,False,20171005,1,71444.0,,
22234,2008,Oregon,OR,41,92,72,US House,2,gen,,False,Greg Walden,republican,False,total,236560,340379.0,False,20171005,1,66371.5,,
22237,2008,Oregon,OR,41,92,72,US House,3,gen,,False,Earl Blumenauer,democrat,False,total,254235,341062.0,False,20171005,1,83705.0,,
22241,2008,Oregon,OR,41,92,72,US House,4,gen,,False,Peter A. DeFazio,democrat,False,total,275143,334146.0,False,20171005,1,108071.0,,
22247,2008,Oregon,OR,41,92,72,US House,5,gen,,False,Kurt Schrader,democrat,False,total,181577,334674.0,False,20171005,1,14241.0,,
22253,2008,Pennsylvania,PA,42,23,14,US House,1,gen,,False,Robert A. Brady,democrat,False,total,242799,267513.0,False,20171005,1,109043.5,,
22254,2008,Pennsylvania,PA,42,23,14,US House,2,gen,,False,Chaka Fattah,democrat,False,total,276870,311336.0,False,20171005,1,121203.0,,
22256,2008,Pennsylvania,PA,42,23,14,US House,3,gen,,False,Kathy Dahlkemper,democrat,False,total,146846,286553.0,False,20171005,1,3570.5,,
22259,2008,Pennsylvania,PA,42,23,14,US House,4,gen,,False,Jason Altmire,democrat,False,total,186536,333947.0,False,20171005,1,19563.5,,
22260,2008,Pennsylvania,PA,42,23,14,US House,5,gen,,False,Glenn W. Thompson,republican,False,total,155513,274177.0,False,20171005,1,18425.5,,
22263,2008,Pennsylvania,PA,42,23,14,US House,6,gen,,False,Jim Gerlach,republican,False,total,179423,344375.0,False,20171005,1,7236.5,,
22265,2008,Pennsylvania,PA,42,23,14,US House,7,gen,,False,Joe Sestak,democrat,False,total,209955,352317.0,False,20171005,1,33797.5,,
22267,2008,Pennsylvania,PA,42,23,14,US House,8,gen,,False,Patrick J. Murphy,democrat,False,total,197869,348515.0,False,20171005,1,23612.5,,
22270,2008,Pennsylvania,PA,42,23,14,US House,9,gen,,False,Bill Shuster,republican,False,total,174951,273686.0,False,20171005,1,38109.0,,
22272,2008,Pennsylvania,PA,42,23,14,US House,10,gen,,False,Christopher P. Carney,democrat,False,total,160837,285518.0,False,20171005,1,18079.0,,
22274,2008,Pennsylvania,PA,42,23,14,US House,11,gen,,False,Paul E. Kanjorski,democrat,False,total,146379,283530.0,False,20171005,1,4615.0,,
22276,2008,Pennsylvania,PA,42,23,14,US House,12,gen,,False,John P. Murtha,democrat,False,total,155268,268388.0,False,20171005,1,21075.0,,
22279,2008,Pennsylvania,PA,42,23,14,US House,13,gen,,False,Allyson Y. Schwartz,democrat,False,total,196868,313513.0,False,20171005,1,40112.5,,
22281,2008,Pennsylvania,PA,42,23,14,US House,14,gen,,False,Michael F. Doyle,democrat,False,total,242326,265540.0,False,20171005,1,109557.0,,
22284,2008,Pennsylvania,PA,42,23,14,US House,15,gen,,False,Charles W. Dent,republican,False,total,181433,309766.0,False,20171005,1,26551.0,,
22285,2008,Pennsylvania,PA,42,23,14,US House,16,gen,,False,Joseph R. Pitts,republican,False,total,170329,305167.0,False,20171005,1,17746.5,,
22289,2008,Pennsylvania,PA,42,23,14,US House,17,gen,,False,Tim Holden,democrat,False,total,192699,302608.0,False,20171005,1,41396.0,,
22292,2008,Pennsylvania,PA,42,23,14,US House,18,gen,,False,Tim Murphy,republican,False,total,213349,333010.0,False,20171005,1,46845.0,,
22294,2008,Pennsylvania,PA,42,23,14,US House,19,gen,,False,Todd Russell Platts,republican,False,total,218862,328395.0,False,20171005,1,54665.5,,
22297,2008,Rhode Island,RI,44,15,5,US House,1,gen,,False,Patrick J. Kennedy,democrat,False,total,145254,211998.0,False,20171005,1,39256.0,,
22299,2008,Rhode Island,RI,44,15,5,US House,2,gen,,False,James R. Langevin,democrat,False,total,158416,226234.0,False,20171005,1,45300.0,,
22303,2008,South Carolina,SC,45,57,48,US House,1,gen,,False,Henry E. Brown Jr.,republican,False,total,177540,341879.0,False,20171005,1,6601.5,,
22305,2008,South Carolina,SC,45,57,48,US House,2,gen,,False,Joe Wilson,republican,False,total,184583,343486.0,False,20171005,1,12841.0,,
22309,2008,South Carolina,SC,45,57,48,US House,3,gen,,False,J. Gresham Barrett,republican,False,total,186799,288741.0,False,20171005,1,42429.5,,
22311,2008,South Carolina,SC,45,57,48,US House,4,gen,,False,Bob Inglis,republican,False,total,184440,306928.0,False,20171005,1,30977.0,,
22317,2008,South Carolina,SC,45,57,48,US House,5,gen,,False,John M. Spratt Jr.,democrat,False,total,188785,306285.0,False,20171005,1,35643.5,,
22321,2008,South Carolina,SC,45,57,48,US House,6,gen,,False,James E. Clyburn,democrat,False,total,193378,286571.0,False,20171005,1,50093.5,,
22323,2008,South Dakota,SD,46,45,37,US House,0,gen,,False,Stephanie Herseth Sandlin,democrat,False,total,256041,379007.0,False,20171005,1,66538.5,,
