,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
8826,1990,Massachusetts,MA,25,14,3,US House,5,gen,False,False,Chester G. Atkins,democrat,False,total,110232,221140.0,False,20171005,1,-337.0,-0.014998463434143816,1.037209153
8829,1990,Massachusetts,MA,25,14,3,US House,6,gen,False,False,Nicholas Mavroules,democrat,False,total,149284,244937.0,False,20171005,1,26816.5,-0.014998463434143816,0.741641819
8831,1990,Massachusetts,MA,25,14,3,US House,7,gen,False,False,Edward J. Markey,republican,False,total,155380,236580.0,False,20171005,1,37091.0,0.03517970158441495,1.41526103
8836,1990,Massachusetts,MA,25,14,3,US House,8,gen,False,False,Joseph P. Kennedy II,republican,False,total,125479,186407.0,False,20171005,1,32276.5,0.03517970158441495,2.5102944369999998
8838,1990,Massachusetts,MA,25,14,3,US House,9,gen,False,False,John Joseph Moakley,democrat,False,total,124534,200997.0,False,20171005,1,24036.5,-0.03517970158441495,0.09852921199999999
8842,1990,Massachusetts,MA,25,14,3,US House,10,gen,False,False,Gerry E. Studds,democrat,False,total,137805,265838.0,False,20171005,1,4887.0,-0.03517970158441495,0.46249608600000003
8843,1990,Massachusetts,MA,25,14,3,US House,11,gen,False,False,Brian J. Donnelly,democrat,False,total,145480,206141.0,False,20171005,1,42410.5,-0.03517970158441495,0.248786256
8847,1990,Michigan,MI,26,34,23,US House,1,gen,False,False,John Conyers Jr.,democrat,False,total,76556,85756.0,False,20171005,1,33679.0,0.06900557260243699,0.073896907
8853,1990,Michigan,MI,26,34,23,US House,2,gen,False,False,Carl D. Pursell,democrat,False,total,95962,149766.0,False,20171005,1,21080.0,-0.01556207830171204,1.7235535380000002
8856,1990,Michigan,MI,26,34,23,US House,3,gen,False,False,Howard Wolpe,democrat,False,total,82376,142390.0,False,20171005,1,11182.0,-0.01759531184181183,1.178201318
8858,1990,Michigan,MI,26,34,23,US House,4,gen,False,False,Frederick S. Upton,republican,False,total,75850,131302.0,False,20171005,1,10200.0,0.01759531184181183,1.64459753
8861,1990,Michigan,MI,26,34,23,US House,5,gen,False,False,Paul B. Henry,republican,False,total,126308,167498.0,False,20171005,1,42560.0,0.01759531184181183,0.226344347
8863,1990,Michigan,MI,26,34,23,US House,6,gen,False,False,Bob Carr,republican,False,total,97547,97791.0,False,20171005,1,48652.5,0.01759531184181183,0.91671294
8865,1990,Michigan,MI,26,34,23,US House,7,gen,False,False,Dale E. Kildee,republican,False,total,90307,132068.0,False,20171005,1,24274.0,0.03518789832246722,0.866056442
8869,1990,Michigan,MI,26,34,23,US House,8,gen,False,False,Bob Traxler,republican,False,total,98903,144165.0,False,20171005,1,26821.5,-0.050046847603655825,0.9253998990000001
8873,1990,Michigan,MI,26,34,23,US House,9,gen,False,False,Guy Vander Jagt,democrat,False,total,89078,162694.0,False,20171005,1,7732.0,0.07801424418255538,1.682892442
8876,1990,Michigan,MI,26,34,23,US House,10,gen,False,False,Dave Camp,republican,False,total,99952,153716.0,False,20171005,1,23095.0,0.012162243940120807,2.181382179
8880,1990,Michigan,MI,26,34,23,US House,11,gen,False,False,Robert W. Davis,republican,False,total,94555,154316.0,False,20171005,1,17398.0,0.012162243940120807,0.98185581
8883,1990,Michigan,MI,26,34,23,US House,12,gen,False,False,David E. Bonior,democrat,False,total,98232,151825.0,False,20171005,1,22320.5,-0.012162243940120807,0.774376869
8887,1990,Michigan,MI,26,34,23,US House,13,gen,False,False,Barbara-Rose Collins,republican,False,total,54345,67824.0,False,20171005,1,20434.0,-0.037693906719081266,0.9696092009999999
8892,1990,Michigan,MI,26,34,23,US House,14,gen,False,False,Dennis M. Hertel,democrat,False,total,78506,123421.0,False,20171005,1,16796.5,-0.015320928011594197,1.017070651
8899,1990,Michigan,MI,26,34,23,US House,15,gen,False,False,William D. Ford,republican,False,total,68742,112335.0,False,20171005,1,12575.5,0.015320928011594197,2.6910691260000004
8901,1990,Michigan,MI,26,34,23,US House,16,gen,False,False,John D. Dingell,democrat,False,total,88962,133614.0,False,20171005,1,22156.0,-0.015320928011594197,0.60995847
8904,1990,Michigan,MI,26,34,23,US House,17,gen,False,False,Sander M. Levin,democrat,False,total,92205,132314.0,False,20171005,1,26049.0,-0.015320928011594197,1.7183671000000003
8909,1990,Michigan,MI,26,34,23,US House,18,gen,False,False,Wm. S. Broomfield,republican,False,total,126629,190834.0,False,20171005,1,31213.0,0.015320928011594197,0.612618506
8914,1990,Minnesota,MN,27,41,33,US House,2,gen,False,False,Vin Weber,democrat,False,total,126367,204404.0,False,20171005,1,24166.0,-0.015320928011594197,0.08621306
8917,1990,Minnesota,MN,27,41,33,US House,3,gen,False,False,Jim Ramstad,republican,False,total,195833,292852.0,False,20171005,1,49408.0,0.09269508667871505,0.37642127299999995
8934,1990,Mississippi,MS,28,64,46,US House,1,gen,False,False,Jamie L. Whitten,republican,False,total,43668,67318.0,False,20171005,1,10010.0,0.0402493912073972,2.686609745
8937,1990,Mississippi,MS,28,64,46,US House,2,gen,False,False,Mike Espy,republican,False,total,59393,70617.0,False,20171005,1,24085.5,0.0402493912073972,0.68691951
8938,1990,Mississippi,MS,28,64,46,US House,3,gen,False,False,G.V. (Sonny) Montgomery,democrat,False,total,49162,49162.0,False,20171005,1,24582.0,-0.0402493912073972,0.386274189
8939,1990,Mississippi,MS,28,64,46,US House,4,gen,False,False,Mike Parker,republican,False,total,57137,70891.0,False,20171005,1,21692.5,0.0402493912073972,0.319053918
8941,1990,Mississippi,MS,28,64,46,US House,5,gen,False,False,Gene Taylor,republican,False,total,89926,110514.0,False,20171005,1,34670.0,0.0402493912073972,0.604335666
8944,1990,Missouri,MO,29,43,34,US House,1,gen,False,False,William (Bill) Clay,republican,False,total,62550,102710.0,False,20171005,1,11196.0,0.0402493912073972,1.8992567059999999
8945,1990,Missouri,MO,29,43,34,US House,2,gen,False,False,Joan Kelly Horn,republican,False,total,94308,188568.0,False,20171005,1,25.0,0.0402493912073972,0.771744311
8948,1990,Missouri,MO,29,43,34,US House,3,gen,False,False,Richard A. Gephardt,republican,False,total,88950,156609.0,False,20171005,1,10646.5,0.028994557298886694,1.342200637
8950,1990,Missouri,MO,29,43,34,US House,4,gen,False,False,Ike Skelton,republican,False,total,105527,170622.0,False,20171005,1,20217.0,0.028994557298886694,2.737303972
8951,1990,Missouri,MO,29,43,34,US House,5,gen,False,False,Alan Wheat,democrat,False,total,71890,115787.0,False,20171005,1,13997.5,0.03643305987026324,0.23400686699999998
8954,1990,Missouri,MO,29,43,34,US House,6,gen,False,False,E. Thomas Coleman,democrat,False,total,78956,152049.0,False,20171005,1,2932.5,0.03643305987026324,2.045242071
8955,1990,Missouri,MO,29,43,34,US House,7,gen,False,False,Mel Hancock,democrat,False,total,83609,160334.0,False,20171005,1,3443.0,0.03643305987026324,0.172426119
8958,1990,Missouri,MO,29,43,34,US House,8,gen,False,False,Bill Emerson,republican,False,total,81452,142203.0,False,20171005,1,10351.5,0.07648557616488008,1.604252815
8960,1990,Missouri,MO,29,43,34,US House,9,gen,False,False,Harold L. Volkmer,republican,False,total,94156,163670.0,False,20171005,1,12322.0,0.07648557616488008,1.560262084
8961,1990,Montana,MT,30,81,64,US House,1,gen,False,False,Pat Williams,republican,False,total,100409,164246.0,False,20171005,1,18287.0,0.07648557616488008,0.6800610420000001
8964,1990,Montana,MT,30,81,64,US House,2,gen,False,False,Ron Marlenee,republican,False,total,96449,153188.0,False,20171005,1,19856.0,0.07648557616488008,1.96407783
8966,1990,Nebraska,NE,31,46,35,US House,1,gen,False,False,Doug Bereuter,republican,False,total,129654,200381.0,False,20171005,1,29464.5,0.07648557616488008,2.9004018310000004
8969,1990,Nebraska,NE,31,46,35,US House,2,gen,False,False,Peter Hoagland,democrat,False,total,111903,193421.0,False,20171005,1,15193.5,-0.07648557616488008,0.036948454
8972,1990,Nebraska,NE,31,46,35,US House,3,gen,False,False,Bill Barrett,democrat,False,total,98607,192944.0,False,20171005,1,2136.0,-0.07648557616488008,2.033305883
8975,1990,Nevada,NV,32,88,65,US House,1,gen,False,False,James H. Bilbray,democrat,False,total,84650,137852.0,False,20171005,1,15725.0,0.053307094205846124,0.8093150259999999
8978,1990,Nevada,NV,32,88,65,US House,2,gen,False,False,Barbara F. Vucanovich,republican,False,total,103508,175209.0,False,20171005,1,15904.5,0.03564397539753413,0.25500994899999996
8982,1990,New Hampshire,NH,33,12,4,US House,1,gen,False,False,"""""Bill"""" Zeliff",republican,False,total,81684,148368.0,False,20171005,1,7501.0,0.03564397539753413,0.777198374
8985,1990,New Hampshire,NH,33,12,4,US House,2,gen,False,False,"""""Dick"""" Swett",republican,False,total,74866,142263.0,False,20171005,1,3735.5,0.0029548365512997573,0.488161325
8990,1990,New Jersey,NJ,34,22,12,US House,1,gen,False,False,Robert E. Andrews,republican,False,total,72415,133794.0,False,20171005,1,5519.0,0.0029548365512997573,1.5648263690000002
8992,1990,New Jersey,NJ,34,22,12,US House,2,gen,False,False,William J. Hughes,democrat,False,total,97698,110818.0,False,20171005,1,42290.0,-0.0029548365512997573,1.1173802609999999
8995,1990,New Jersey,NJ,34,22,12,US House,3,gen,False,False,Frank Pallone Jr.,republican,False,total,77866,158643.0,False,20171005,1,-1454.5,0.0235984426388809,2.552876949
8998,1990,New Jersey,NJ,34,22,12,US House,4,gen,False,False,Christopher H. Smith,republican,False,total,99920,159299.0,False,20171005,1,20271.5,0.0235984426388809,1.1959751840000001
9005,1990,New Jersey,NJ,34,22,12,US House,5,gen,False,False,Marge Roukema,republican,False,total,118101,156109.0,False,20171005,1,40047.5,0.0235984426388809,3.1515870089999996
9007,1990,New Jersey,NJ,34,22,12,US House,6,gen,False,False,Bernard J. Dwyer,democrat,False,total,63745,126022.0,False,20171005,1,735.0,-0.0235984426388809,0.09852921199999999
9012,1990,New Jersey,NJ,34,22,12,US House,7,gen,False,False,Matthew J. Rinaldo,democrat,False,total,100066,134072.0,False,20171005,1,33031.0,-0.0235984426388809,0.637070715
9015,1990,New Jersey,NJ,34,22,12,US House,8,gen,False,False,Robert A. Roe,republican,False,total,55797,72540.0,False,20171005,1,19528.0,0.0235984426388809,2.4527792930000003
9018,1990,New Jersey,NJ,34,22,12,US House,9,gen,False,False,Robert G. Torricelli,republican,False,total,82535,154766.0,False,20171005,1,5153.0,0.0235984426388809,2.132447004
9019,1990,New Jersey,NJ,34,22,12,US House,10,gen,False,False,Donald M. Payne,republican,False,total,42106,51703.0,False,20171005,1,16255.5,0.0235984426388809,0.8557164070000001
9024,1990,New Jersey,NJ,34,22,12,US House,11,gen,False,False,Dean A. Gallo,republican,False,total,92681,143686.0,False,20171005,1,20839.0,0.0235984426388809,0.61243844
9029,1990,New Jersey,NJ,34,22,12,US House,12,gen,False,False,Dick Zimmer,republican,False,total,107851,168390.0,False,20171005,1,23657.0,0.06079329978186145,2.8162846569999997
9031,1990,New Jersey,NJ,34,22,12,US House,13,gen,False,False,Jim Saxton,republican,False,total,99688,171406.0,False,20171005,1,13986.0,0.06079329978186145,1.309455633
9037,1990,New Jersey,NJ,34,22,12,US House,14,gen,False,False,Frank J. Guarini,democrat,False,total,56455,85276.0,False,20171005,1,13818.0,-0.04996760269516529,0.172426119
9040,1990,New Mexico,NM,35,85,66,US House,1,gen,False,False,Steven Schiff,republican,False,total,97375,138681.0,False,20171005,1,28035.5,0.04996760269516529,0.44520992
9041,1990,New Mexico,NM,35,85,66,US House,2,gen,False,False,Joe Skeen,democrat,False,total,80677,80677.0,False,20171005,1,40339.5,-0.04996760269516529,0.43800202
9042,1990,New Mexico,NM,35,85,66,US House,3,gen,False,False,Bill Richardson,republican,False,total,104225,139976.0,False,20171005,1,34238.0,0.04996760269516529,2.5890736580000002
9045,1990,New York,NY,36,21,13,US House,1,gen,False,False,George J. Hochbrueckner,democrat,False,total,72937,143180.0,False,20171005,1,1348.0,0.008224279576636363,0.41511991600000003
9052,1990,New York,NY,36,21,13,US House,2,gen,False,False,Thomas J. Downey,republican,False,total,56722,110005.0,False,20171005,1,1720.5,-0.008224279576636363,2.094584942
9059,1990,New York,NY,36,21,13,US House,3,gen,False,False,Robert J. Mrazek,democrat,False,total,70118,145444.0,False,20171005,1,-2603.0,-0.051075651419406946,0.209374577
9061,1990,New York,NY,36,21,13,US House,4,gen,False,False,Norman F. Lent,democrat,False,total,63838,140304.0,False,20171005,1,-6313.0,-0.051075651419406946,0.533611119
9069,1990,New York,NY,36,21,13,US House,5,gen,False,False,Raymond J. McGrath,republican,False,total,59568,141927.0,False,20171005,1,-11394.5,0.0717519927890948,nan
9074,1990,New York,NY,36,21,13,US House,6,gen,False,False,Floyd H. Flake,republican,False,total,42499,83558.0,False,20171005,1,721.0,0.1447162308711893,nan
9080,1990,New York,NY,36,21,13,US House,7,gen,False,False,Gary L. Ackerman,republican,False,total,48159,83438.0,False,20171005,1,6441.0,0.01301532969213691,nan
9084,1990,New York,NY,36,21,13,US House,8,gen,False,False,James H. Scheuer,republican,False,total,53552,101494.0,False,20171005,1,2806.0,0.0648781270809871,nan
9086,1990,New York,NY,36,21,13,US House,9,gen,False,False,Thomas J. Manton,republican,False,total,35177,74625.0,False,20171005,1,-2134.5,0.0648781270809871,nan
9093,1990,New York,NY,36,21,13,US House,10,gen,False,False,Charles E. Schumer,republican,False,total,58673,91828.0,False,20171005,1,12760.0,0.013633895527456884,nan
9099,1990,New York,NY,36,21,13,US House,11,gen,False,False,Edolphus Towns,republican,False,total,34711,61401.0,False,20171005,1,4011.5,0.013633895527456884,nan
9104,1990,New York,NY,36,21,13,US House,12,gen,False,False,Major R. Owens,republican,False,total,39103,58115.0,False,20171005,1,10046.5,0.013633895527456884,nan
9109,1990,New York,NY,36,21,13,US House,13,gen,False,False,Stephen J. Solarz,republican,False,total,45412,76911.0,False,20171005,1,6957.5,-0.013633895527456884,nan
9113,1990,New York,NY,36,21,13,US House,14,gen,False,False,Susan Molinari,republican,False,total,44271,116017.0,False,20171005,1,-13736.5,0.013633895527456884,nan
9119,1990,New York,NY,36,21,13,US House,15,gen,False,False,Bill Green,republican,False,total,48505,107522.0,False,20171005,1,-5255.0,0.013633895527456884,nan
9126,1990,New York,NY,36,21,13,US House,16,gen,False,False,Charles B. Rangel,republican,False,total,50421,76109.0,False,20171005,1,12367.5,0.013633895527456884,nan
9131,1990,New York,NY,36,21,13,US House,17,gen,False,False,Ted Weiss,republican,False,total,73450,115940.0,False,20171005,1,15481.0,0.013633895527456884,nan
9133,1990,New York,NY,36,21,13,US House,18,gen,False,False,Jos___ E. Serrano,republican,False,total,36652,56826.0,False,20171005,1,8240.0,0.013633895527456884,nan
9139,1990,New York,NY,36,21,13,US House,19,gen,False,False,Eliot L. Engel,republican,False,total,43928,95545.0,False,20171005,1,-3843.5,0.013633895527456884,nan
9148,1990,New York,NY,36,21,13,US House,20,gen,False,False,Nita M. Lowey,republican,False,total,82203,144627.0,False,20171005,1,9890.5,0.06778404588509342,nan
9154,1990,New York,NY,36,21,13,US House,21,gen,False,False,Hamilton Fish Jr.,republican,False,total,79928,153706.0,False,20171005,1,3076.0,0.03904164661710658,nan
9157,1990,New York,NY,36,21,13,US House,22,gen,False,False,Benjamin A. Gilman,republican,False,total,95495,160267.0,False,20171005,1,15362.5,0.03904164661710658,nan
9162,1990,New York,NY,36,21,13,US House,23,gen,False,False,Michael R. McNulty,republican,False,total,102492,195130.0,False,20171005,1,4928.0,-0.03904164661710658,nan
9166,1990,New York,NY,36,21,13,US House,24,gen,False,False,Gerald B. H. Solomon,republican,False,total,92512,190607.0,False,20171005,1,-2790.5,-0.03904164661710658,nan
9169,1990,New York,NY,36,21,13,US House,25,gen,False,False,Sherwood L. Boehlert,republican,False,total,91348,168393.0,False,20171005,1,7152.5,0.03904164661710658,nan
9173,1990,New York,NY,36,21,13,US House,26,gen,False,False,David O'B. Martin,republican,False,total,82866,156701.0,False,20171005,1,4516.5,-0.03904164661710658,nan
9177,1990,New York,NY,36,21,13,US House,27,gen,False,False,James T. Walsh,republican,False,total,83442,162604.0,False,20171005,1,2141.0,-0.03904164661710658,nan
9180,1990,New York,NY,36,21,13,US House,28,gen,False,False,Matthew F. McHugh,republican,False,total,97815,172046.0,False,20171005,1,11793.0,-0.03904164661710658,nan
9185,1990,New York,NY,36,21,13,US House,29,gen,False,False,Frank Horton,republican,False,total,89105,159615.0,False,20171005,1,9298.5,-0.038338375676820996,nan
9191,1990,New York,NY,36,21,13,US House,30,gen,False,False,Louise McIntosh Slaughter,republican,False,total,97280,173809.0,False,20171005,1,10376.5,0.038338375676820996,nan
9196,1990,New York,NY,36,21,13,US House,31,gen,False,False,Bill Paxon,republican,False,total,70898,169341.0,False,20171005,1,-13771.5,-0.007142656515576973,nan
9199,1990,New York,NY,36,21,13,US House,32,gen,False,False,John J. LaFalce,republican,False,total,65652,136938.0,False,20171005,1,-2816.0,-0.005989065593347535,nan
9206,1990,New York,NY,36,21,13,US House,33,gen,False,False,Henry J. Nowak,republican,False,total,81609,125833.0,False,20171005,1,18693.5,-0.005989065593347535,nan
9210,1990,New York,NY,36,21,13,US House,34,gen,False,False,Amo Houghton,republican,False,total,77128,141782.0,False,20171005,1,6238.0,0.005989065593347535,nan
9215,1990,North Carolina,NC,37,56,47,US House,1,gen,False,False,Walter B. Jones,republican,False,total,105832,163358.0,False,20171005,1,24154.0,-0.005989065593347535,nan
9217,1990,North Carolina,NC,37,56,47,US House,2,gen,False,False,Tim Valentine,republican,False,total,130979,175242.0,False,20171005,1,43359.0,-0.076307513481179,nan
9220,1990,North Carolina,NC,37,56,47,US House,3,gen,False,False,H. Martin Lancaster,republican,False,total,83930,141535.0,False,20171005,1,13163.5,0.076307513481179,nan
9221,1990,North Carolina,NC,37,56,47,US House,4,gen,False,False,David E. Price,republican,False,total,139396,240057.0,False,20171005,1,19368.5,0.076307513481179,nan
9224,1990,North Carolina,NC,37,56,47,US House,5,gen,False,False,Stephen L. Neal,republican,False,total,113814,192561.0,False,20171005,1,17534.5,0.076307513481179,nan
9226,1990,North Carolina,NC,37,56,47,US House,6,gen,False,False,Howard Coble,republican,False,total,125392,188305.0,False,20171005,1,31240.5,0.0420504033697437,nan
9227,1990,North Carolina,NC,37,56,47,US House,7,gen,False,False,Charlie Rose,republican,False,total,94946,144627.0,False,20171005,1,22633.5,0.0420504033697437,nan
9229,1990,North Carolina,NC,37,56,47,US House,8,gen,False,False,W. G. (Bill) Hefner,republican,False,total,98700,179552.0,False,20171005,1,8925.0,-0.0420504033697437,nan
9231,1990,North Carolina,NC,37,56,47,US House,9,gen,False,False,J. Alex McMillan,republican,False,total,131936,212738.0,False,20171005,1,25568.0,0.040261839081573374,nan
9234,1990,North Carolina,NC,37,56,47,US House,10,gen,False,False,Cass Ballenger,republican,False,total,106400,172110.0,False,20171005,1,20346.0,0.03451918393771196,nan
9236,1990,North Carolina,NC,37,56,47,US House,11,gen,False,False,Charles H. Taylor,republican,False,total,101991,201309.0,False,20171005,1,1337.5,-0.03451918393771196,nan
9238,1990,North Dakota,ND,38,44,36,US House,0,gen,False,False,Byron L. Dorgan,republican,False,total,152530,233979.0,False,20171005,1,35541.5,0.03451918393771196,nan
9241,1990,Ohio,OH,39,31,24,US House,1,gen,False,False,Charles Luken,republican,False,total,83932,164294.0,False,20171005,1,1786.0,-0.030683880666689946,nan
9242,1990,Ohio,OH,39,31,24,US House,2,gen,False,False,Willis D. Gradison Jr.,republican,False,total,103817,161162.0,False,20171005,1,23237.0,0.030683880666689946,nan
9244,1990,Ohio,OH,39,31,24,US House,3,gen,False,False,Tony P. Hall,republican,False,total,116797,116797.0,False,20171005,1,58399.5,0.030683880666689946,nan
9245,1990,Ohio,OH,39,31,24,US House,4,gen,False,False,Michael G. Oxley,republican,False,total,103897,168364.0,False,20171005,1,19716.0,0.030683880666689946,nan
9249,1990,Ohio,OH,39,31,24,US House,5,gen,False,False,Paul E. Gillmor,republican,False,total,113615,165920.0,False,20171005,1,30656.0,-0.033965842101524216,nan
9251,1990,Ohio,OH,39,31,24,US House,6,gen,False,False,Bob McEwen,republican,False,total,117220,164635.0,False,20171005,1,34903.5,-0.033965842101524216,nan
9252,1990,Ohio,OH,39,31,24,US House,7,gen,False,False,David L. Hobson,republican,False,total,97123,156472.0,False,20171005,1,18888.0,-0.033965842101524216,nan
9255,1990,Ohio,OH,39,31,24,US House,8,gen,False,False,John A. Boehner,republican,False,total,99955,163539.0,False,20171005,1,18186.5,-0.033965842101524216,nan
9256,1990,Ohio,OH,39,31,24,US House,9,gen,False,False,Marcy Kaptur,republican,False,total,117681,151472.0,False,20171005,1,41946.0,-0.02853941829538124,nan
9258,1990,Ohio,OH,39,31,24,US House,10,gen,False,False,Clarence E. Miller,republican,False,total,106009,167665.0,False,20171005,1,22177.5,-0.02853941829538124,nan
9261,1990,Ohio,OH,39,31,24,US House,11,gen,False,False,Dennis E. Eckart,republican,False,total,111923,170305.0,False,20171005,1,26771.5,-0.02853941829538124,nan
9264,1990,Ohio,OH,39,31,24,US House,12,gen,False,False,John R. Kasich,republican,False,total,130495,181279.0,False,20171005,1,39856.5,-0.02853941829538124,nan
9266,1990,Ohio,OH,39,31,24,US House,13,gen,False,False,Donald J. Pease,republican,False,total,93431,164862.0,False,20171005,1,11001.0,0.02706340376568578,nan
9269,1990,Ohio,OH,39,31,24,US House,14,gen,False,False,Thomas C. Sawyer,republican,False,total,97875,164335.0,False,20171005,1,15708.5,-0.02706340376568578,nan
9270,1990,Ohio,OH,39,31,24,US House,15,gen,False,False,Chalmers P. Wylie,republican,False,total,99251,167919.0,False,20171005,1,15292.5,0.02706340376568578,nan
9273,1990,Ohio,OH,39,31,24,US House,16,gen,False,False,Ralph Regula,republican,False,total,101097,171613.0,False,20171005,1,15291.5,-0.02706340376568578,nan
9275,1990,Ohio,OH,39,31,24,US House,17,gen,False,False,James A. Traficant Jr.,republican,False,total,133207,171406.0,False,20171005,1,47505.0,-0.02706340376568578,nan
9278,1990,Ohio,OH,39,31,24,US House,18,gen,False,False,Douglas Applegate,republican,False,total,120782,162605.0,False,20171005,1,39480.5,-0.02706340376568578,nan
9279,1990,Ohio,OH,39,31,24,US House,19,gen,False,False,Edward F. Feighan,republican,False,total,132951,205266.0,False,20171005,1,30319.0,-0.07938283312512472,nan
9282,1990,Ohio,OH,39,31,24,US House,20,gen,False,False,Mary Rose Oaker,republican,False,total,109390,149139.0,False,20171005,1,34821.5,0.06237012769157197,nan
9283,1990,Ohio,OH,39,31,24,US House,21,gen,False,False,Louis Stokes,republican,False,total,103338,129249.0,False,20171005,1,38714.5,-0.06237012769157197,nan
9287,1990,Oklahoma,OK,40,73,53,US House,1,gen,False,False,James M. Inhofe,republican,False,total,75618,135139.0,False,20171005,1,8049.5,0.03801525059963315,nan
9289,1990,Oklahoma,OK,40,73,53,US House,2,gen,False,False,Mike Synar,republican,False,total,90820,148151.0,False,20171005,1,16745.5,0.03801525059963315,nan
9291,1990,Oklahoma,OK,40,73,53,US House,3,gen,False,False,Bill K. Brewster,republican,False,total,107641,133902.0,False,20171005,1,40691.0,0.03801525059963315,nan
9293,1990,Oklahoma,OK,40,73,53,US House,4,gen,False,False,Dave McCurdy,republican,False,total,100879,137111.0,False,20171005,1,32324.5,0.03801525059963315,nan
9295,1990,Oklahoma,OK,40,73,53,US House,5,gen,False,False,Mickey Edwards,republican,False,total,114608,164694.0,False,20171005,1,32262.0,0.1297055572304291,nan
9296,1990,Oklahoma,OK,40,73,53,US House,6,gen,False,False,Glenn English,republican,False,total,110100,137640.0,False,20171005,1,41281.0,0.1297055572304291,nan
9298,1990,Oregon,OR,41,92,72,US House,1,gen,False,False,Les AuCoin,republican,False,total,150292,238259.0,False,20171005,1,31163.5,0.030743025528135688,nan
9301,1990,Oregon,OR,41,92,72,US House,2,gen,False,False,Robert F. (Bob) Smith,republican,False,total,127998,188185.0,False,20171005,1,33906.5,0.030743025528135688,nan
9305,1990,Oregon,OR,41,92,72,US House,3,gen,False,False,Ron Wyden,republican,False,total,169731,210193.0,False,20171005,1,64635.5,0.04661541088144476,nan
9307,1990,Oregon,OR,41,92,72,US House,4,gen,False,False,Peter A. DeFazio,republican,False,total,162494,189352.0,False,20171005,1,67819.0,-0.04661541088144476,nan
9312,1990,Oregon,OR,41,92,72,US House,5,gen,False,False,Michael J. Kopetski,republican,False,total,124610,226550.0,False,20171005,1,11336.0,0.04661541088144476,nan
9314,1990,Pennsylvania,PA,42,23,14,US House,1,gen,False,False,Thomas M. Foglietta,republican,False,total,73423,92441.0,False,20171005,1,27203.5,0.04661541088144476,nan
9315,1990,Pennsylvania,PA,42,23,14,US House,2,gen,False,False,William H. Gray III,republican,False,total,94584,102702.0,False,20171005,1,43234.0,0.04661541088144476,nan
9317,1990,Pennsylvania,PA,42,23,14,US House,3,gen,False,False,Robert A. Borski,republican,False,total,89908,149809.0,False,20171005,1,15004.5,0.11024088665943169,nan
9320,1990,Pennsylvania,PA,42,23,14,US House,4,gen,False,False,Joe Kolter,republican,False,total,74114,132583.0,False,20171005,1,7823.5,-0.003363980167171091,nan
9323,1990,Pennsylvania,PA,42,23,14,US House,5,gen,False,False,Richard T. Schulze,republican,False,total,75097,131489.0,False,20171005,1,9353.5,0.003363980167171091,nan
9324,1990,Pennsylvania,PA,42,23,14,US House,6,gen,False,False,Gus Yatron,republican,False,total,74394,130487.0,False,20171005,1,9151.5,0.003363980167171091,nan
9326,1990,Pennsylvania,PA,42,23,14,US House,7,gen,False,False,Curt Weldon,republican,False,total,105868,162160.0,False,20171005,1,24789.0,0.003363980167171091,nan
9329,1990,Pennsylvania,PA,42,23,14,US House,8,gen,False,False,Peter H. Kostmayer,republican,False,total,85015,150115.0,False,20171005,1,9958.5,0.003363980167171091,nan
9330,1990,Pennsylvania,PA,42,23,14,US House,9,gen,False,False,Bud Shuster,republican,False,total,106632,106632.0,False,20171005,1,53317.0,0.003363980167171091,nan
9331,1990,Pennsylvania,PA,42,23,14,US House,10,gen,False,False,Joseph M. McDade,republican,False,total,113490,113490.0,False,20171005,1,56746.0,0.003363980167171091,nan
9332,1990,Pennsylvania,PA,42,23,14,US House,11,gen,False,False,Paul E. Kanjorski,republican,False,total,88219,88219.0,False,20171005,1,44110.5,0.003363980167171091,nan
9334,1990,Pennsylvania,PA,42,23,14,US House,12,gen,False,False,John P. Murtha,republican,False,total,80686,130693.0,False,20171005,1,15340.5,0.003363980167171091,nan
9336,1990,Pennsylvania,PA,42,23,14,US House,13,gen,False,False,Lawrence Coughlin,republican,False,total,89577,148544.0,False,20171005,1,15306.0,0.003363980167171091,nan
9337,1990,Pennsylvania,PA,42,23,14,US House,14,gen,False,False,William J. Coyne,republican,False,total,77636,108133.0,False,20171005,1,23570.5,0.003363980167171091,nan
9339,1990,Pennsylvania,PA,42,23,14,US House,15,gen,False,False,Don Ritter,republican,False,total,77178,127411.0,False,20171005,1,13473.5,-0.003363980167171091,nan
9341,1990,Pennsylvania,PA,42,23,14,US House,16,gen,False,False,Robert S. Walker,republican,False,total,85596,129445.0,False,20171005,1,20874.5,-0.003363980167171091,nan
9343,1990,Pennsylvania,PA,42,23,14,US House,17,gen,False,False,George W. Gekas,republican,False,total,110317,110317.0,False,20171005,1,55159.5,0.003363980167171091,nan
9345,1990,Pennsylvania,PA,42,23,14,US House,18,gen,False,False,Rick Santorum,republican,False,total,85697,166577.0,False,20171005,1,2409.5,0.003363980167171091,nan
9346,1990,Pennsylvania,PA,42,23,14,US House,19,gen,False,False,William F. Goodling,republican,False,total,96336,96336.0,False,20171005,1,48169.0,-0.09334516012382454,nan
