,name,party,state,district,context,le,eg
1358,Ray LaHood,republican,Illinois,18,candidate,"[{'year': 1994, 'le': 0.17694462800000002}, {'year': 1996, 'le': 0.216969356}, {'year': 1998, 'le': 0.937283635}, {'year': 2000, 'le': 0.37768933200000004}, {'year': 2002, 'le': 0.125853211}, {'year': 2004, 'le': 0.970395498}, {'year': 2006, 'le': 0.22482636600000003}]","[{'year': 1994, 'eg': 0.29156308851224105}, {'year': 1996, 'eg': 0.314941020109886}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.15876389355385429}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.09525349891903315}, {'year': 2006, 'eg': 0.15445741469052077}]"
1359,David M. McIntosh,republican,Indiana,2,candidate,"[{'year': 1994, 'le': 0.210824922}, {'year': 1996, 'le': 0.439003825}, {'year': 1998, 'le': 0.6969457859999999}]","[{'year': 1994, 'eg': 0.41066907986242457}, {'year': 1996, 'eg': 0.32146531193190625}, {'year': 1998, 'eg': 0.2738532891853727}]"
1360,Mark E. Souder,republican,Indiana,4,candidate,"[{'year': 1994, 'le': 0.057392202}, {'year': 1996, 'le': 0.27537393600000004}, {'year': 1998, 'le': 1.02839458}, {'year': 2000, 'le': 0.439385474}, {'year': 2002, 'le': 1.647785187}, {'year': 2004, 'le': 2.2473918459999997}, {'year': 2006, 'le': 0.16254431}, {'year': 2008, 'le': 0.14239644699999998}]","[{'year': 1994, 'eg': 0.39145220530725383}, {'year': 1996, 'eg': 0.30949105253030595}, {'year': 1998, 'eg': 0.23381455422859343}, {'year': 2000, 'eg': 0.23122653614028418}, {'year': 2002, 'eg': 0.21313588802641092}, {'year': 2004, 'eg': 0.11571918375258965}, {'year': 2006, 'eg': 0.41430668229243706}, {'year': 2008, 'eg': 0.34663760830602486}]"
1361,Stephen E. Buyer,republican,Indiana,5,candidate,"[{'year': 1994, 'le': 0.547667444}, {'year': 1996, 'le': 0.054242339}, {'year': 1998, 'le': 0.015421115}]","[{'year': 1994, 'eg': 0.08783148980946774}, {'year': 1996, 'eg': 0.20815353060712138}, {'year': 1998, 'eg': 0.23482030691923048}]"
1362,John N. Hostettler,republican,Indiana,8,candidate,"[{'year': 1994, 'le': 0.019130735}, {'year': 1996, 'le': 0.054242339}, {'year': 1998, 'le': 0.09252668900000001}, {'year': 2000, 'le': 0.39844253700000004}, {'year': 2002, 'le': 0.800442755}, {'year': 2004, 'le': 0.6928717190000001}]","[{'year': 1994, 'eg': 0.4513919253753097}, {'year': 1996, 'eg': 0.48336244223701924}, {'year': 1998, 'eg': 0.43871063760481194}, {'year': 2000, 'eg': 0.4261685105769577}, {'year': 2002, 'eg': 0.44717548544318564}, {'year': 2004, 'eg': 0.4118220677620629}]"
1363,Greg Ganske,republican,Iowa,4,candidate,"[{'year': 1994, 'le': 0.50302881}, {'year': 1996, 'le': 0.054242339}, {'year': 1998, 'le': 0.177575752}, {'year': 2000, 'le': 0.687636137}]","[{'year': 1994, 'eg': 0.43851017325966435}, {'year': 1996, 'eg': 0.44687125987782106}, {'year': 1998, 'eg': 0.18710004212722423}, {'year': 2000, 'eg': 0.2527471929474505}]"
1364,Tom Latham,republican,Iowa,5,candidate,"[{'year': 1994, 'le': 0.057392202}, {'year': 1996, 'le': 0.036161561}, {'year': 1998, 'le': 0.483114004}, {'year': 2000, 'le': 0.741208553}, {'year': 2002, 'le': 0.08301238}, {'year': 2004, 'le': 0.331979608}, {'year': 2006, 'le': 0.312168956}, {'year': 2008, 'le': 0.330624226}, {'year': 2010, 'le': 1.333675861}, {'year': 2012, 'le': 2.7984113689999996}]","[{'year': 1994, 'eg': 0.2818578748522952}, {'year': 1996, 'eg': 0.18161114782307886}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.10409566620363579}, {'year': 2002, 'eg': 0.38307381365823107}, {'year': 2004, 'eg': 0.2809830424174805}, {'year': 2006, 'eg': 0.35577429549644457}, {'year': 2008, 'eg': 0.2886670324358924}, {'year': 2010, 'eg': 0.16330923494424113}, {'year': 2012, 'eg': 0.4137451465973188}]"
1365,Sam Brownback,republican,Kansas,2,candidate,"[{'year': 1994, 'le': 0.057392202}]","[{'year': 1994, 'eg': 0.18706650544135428}]"
1366,Todd Tiahrt,republican,Kansas,4,candidate,"[{'year': 1994, 'le': 0.09565366800000001}, {'year': 1996, 'le': 0.257293135}, {'year': 1998, 'le': 0.046263345}, {'year': 2000, 'le': 0.156069964}, {'year': 2002, 'le': 0.732430756}, {'year': 2006, 'le': 0.26621094300000003}, {'year': 2008, 'le': 0.285327958}]","[{'year': 1994, 'eg': 0.4417777546097745}, {'year': 1996, 'eg': 0.4651274810738286}, {'year': 1998, 'eg': 0.3030216419882847}, {'year': 2000, 'eg': 0.3767844407893381}, {'year': 2002, 'eg': 0.26417421175829875}, {'year': 2006, 'eg': 0.20405606772666984}, {'year': 2008, 'eg': 0.1897279273425702}]"
1367,Ed Whitfield,republican,Kentucky,1,candidate,"[{'year': 1994, 'le': 1.290578008}, {'year': 1996, 'le': 2.084746122}, {'year': 1998, 'le': 0.329807758}, {'year': 2000, 'le': 0.115491778}, {'year': 2002, 'le': 0.714559972}, {'year': 2004, 'le': 0.8074889670000001}, {'year': 2006, 'le': 0.100268975}, {'year': 2008, 'le': 0.44623560799999995}, {'year': 2010, 'le': 0.886789143}, {'year': 2012, 'le': 1.3430711030000002}, {'year': 2014, 'le': 0.8717779520000001}]","[{'year': 1994, 'eg': 0.4806579898770788}, {'year': 1996, 'eg': 0.4289574696022714}, {'year': 1998, 'eg': 0.39632910659487003}, {'year': 2000, 'eg': 0.34069918963149515}, {'year': 2002, 'eg': 0.19491224468279908}, {'year': 2004, 'eg': 0.15284425009660005}, {'year': 2006, 'eg': 0.3084083997243148}, {'year': 2008, 'eg': 0.2130201672049887}, {'year': 2010, 'eg': 0.07509841152225258}, {'year': 2012, 'eg': 0.10733401821316015}, {'year': 2014, 'eg': 0.037545748844128514}]"
1368,Ron Lewis,republican,Kentucky,2,candidate,"[{'year': 1994, 'le': 0.68043524}, {'year': 1996, 'le': 0.16688925}, {'year': 1998, 'le': 0.20181970300000002}, {'year': 2000, 'le': 0.941198945}, {'year': 2002, 'le': 0.328406572}, {'year': 2004, 'le': 0.408458004}, {'year': 2006, 'le': 0.162937075}]","[{'year': 1994, 'eg': 0.3040514656345359}, {'year': 1996, 'eg': 0.3381361270123567}, {'year': 1998, 'eg': 0.21659755234145847}, {'year': 2000, 'eg': 0.13673345630037648}, {'year': 2002, 'eg': 0.09531561989471773}, {'year': 2004, 'eg': 0.14170137629634513}, {'year': 2006, 'eg': 0.3918878497684179}]"
1369,Mike Ward,democrat,Kentucky,3,candidate,"[{'year': 1994, 'le': 0.038261469}]","[{'year': 1994, 'eg': -0.4972200913960517}]"
1370,"James B. Longley, Jr.",republican,Maine,1,candidate,"[{'year': 1994, 'le': 0.9194229840000001}]","[{'year': 1994, 'eg': 0.46216448667841337}]"
1371,John Elias Baldacci,democrat,Maine,2,candidate,"[{'year': 1994, 'le': 0.042087615}, {'year': 1996, 'le': 0.108484678}, {'year': 1998, 'le': 0.172716483}]","[{'year': 1994, 'eg': -0.45056149799494777}, {'year': 1996, 'eg': -0.028833900488733914}, {'year': 1998, 'eg': 0.02391648773166003}]"
1372,"Robert L. Ehrlich, Jr.",republican,Maryland,2,candidate,"[{'year': 1994, 'le': 0.983462453}, {'year': 1998, 'le': 0.708619714}, {'year': 2000, 'le': 0.031213993}]","[{'year': 1994, 'eg': 0.24490675756968117}, {'year': 1998, 'eg': 0.24486327126139407}, {'year': 2000, 'eg': 0.12768016219205014}]"
1373,Vernon J. Ehlers,republican,Michigan,3,candidate,"[{'year': 1994, 'le': 0.355973274}, {'year': 1996, 'le': 0.614056528}, {'year': 1998, 'le': 0.9760693909999999}, {'year': 2000, 'le': 2.53267765}, {'year': 2002, 'le': 1.8032970430000002}, {'year': 2004, 'le': 1.714596885}, {'year': 2006, 'le': 0.9251313809999999}, {'year': 2008, 'le': 0.13986664599999998}]","[{'year': 1994, 'eg': -0.0031959670839704557}, {'year': 1996, 'eg': 0.10867541278239011}, {'year': 1998, 'eg': 0.016237122411373726}, {'year': 2000, 'eg': 0.18063403351154517}, {'year': 2002, 'eg': 0.08354618354618355}, {'year': 2004, 'eg': 0.14896632443659327}, {'year': 2006, 'eg': 0.2148906217754061}, {'year': 2008, 'eg': 0.24263158210351465}]"
1374,Dick Chrysler,republican,Michigan,8,candidate,"[{'year': 1994, 'le': 1.0806733370000001}]","[{'year': 1994, 'eg': 0.4327986972952876}]"
1375,Lynn N. Rivers,democrat,Michigan,13,candidate,"[{'year': 1994, 'le': 0.019130735}, {'year': 1996, 'le': 0.235050142}, {'year': 1998, 'le': 0.169632271}, {'year': 2000, 'le': 0.26531896}]","[{'year': 1994, 'eg': -0.4324523100800334}, {'year': 1996, 'eg': -0.34735226823732646}, {'year': 1998, 'eg': -0.31612338338559637}, {'year': 2000, 'eg': -0.17421754113792365}]"
1376,Gil Gutknecht,republican,Minnesota,1,candidate,"[{'year': 1994, 'le': 0.7129334209999999}, {'year': 1996, 'le': 0.07232312099999999}, {'year': 1998, 'le': 0.23384644100000002}, {'year': 2000, 'le': 0.031213993}, {'year': 2002, 'le': 0.54462558}, {'year': 2004, 'le': 0.098119507}]","[{'year': 1994, 'eg': 0.0}, {'year': 1996, 'eg': 0.44507818066206495}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.0}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}]"
1377,Roger F. Wicker,republican,Mississippi,1,candidate,"[{'year': 1994, 'le': 0.061218347}, {'year': 1996, 'le': 0.07232312099999999}, {'year': 1998, 'le': 0.177575752}, {'year': 2000, 'le': 1.302693367}, {'year': 2002, 'le': 0.813177466}, {'year': 2004, 'le': 0.126153652}, {'year': 2006, 'le': 0.037600864}]","[{'year': 1994, 'eg': 0.23885474969666132}, {'year': 1996, 'eg': 0.12984926161144694}, {'year': 1998, 'eg': 0.1345725992369102}, {'year': 2000, 'eg': 0.08762437810945274}, {'year': 2002, 'eg': 0.0276902228843951}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.1816915271154486}]"
1378,Bennie G. Thompson,democrat,Mississippi,2,candidate,"[{'year': 1994, 'le': 0.11861055300000001}, {'year': 1996, 'le': 0.218162954}, {'year': 1998, 'le': 0.358986795}, {'year': 2000, 'le': 0.299466878}, {'year': 2002, 'le': 0.08301238}, {'year': 2004, 'le': 0.156991212}, {'year': 2006, 'le': 3.022818804}, {'year': 2008, 'le': 1.162845042}, {'year': 2010, 'le': 1.690292001}, {'year': 2012, 'le': 1.045977116}, {'year': 2014, 'le': 1.7302805190000001}, {'year': 2016, 'le': 1.7235535380000002}]","[{'year': 1994, 'eg': -0.3520585356612888}, {'year': 1996, 'eg': -0.2834098166146115}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': -0.16137547819764925}, {'year': 2002, 'eg': -0.3761054891137688}, {'year': 2004, 'eg': -0.32263685066957626}, {'year': 2006, 'eg': -0.21451948251963654}, {'year': 2008, 'eg': -0.11899852724594992}, {'year': 2010, 'eg': -0.2617416372931208}, {'year': 2012, 'eg': -0.13834763492836713}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': -0.12041126764494497}, {'year': 2018, 'eg': 0.0}]"
1379,G. V. (Sonny) Montgomer,democrat,Mississippi,3,candidate,"[{'year': 1994, 'le': 0.463737458}]","[{'year': 1994, 'eg': -0.14764328517184463}]"
1380,Richard A. Gephard,democrat,Missouri,3,candidate,"[{'year': 1994, 'le': 0.1721766}]","[{'year': 1994, 'eg': -0.32042267333529467}]"
1381,Karen McCarthy,democrat,Missouri,5,candidate,"[{'year': 1994, 'le': 0.019130735}, {'year': 1996, 'le': 0.01808078}, {'year': 1998, 'le': 0.5927283760000001}, {'year': 2000, 'le': 0.26531896}, {'year': 2002, 'le': 0.662486851}]","[{'year': 1994, 'eg': -0.36890953236700824}, {'year': 1996, 'eg': -0.11481228764645676}, {'year': 1998, 'eg': -0.15038878224940624}, {'year': 2000, 'eg': -0.09771169611048648}, {'year': 2002, 'eg': -0.16482244436446847}]"
1382,Jon Christensen,republican,Nebraska,2,candidate,"[{'year': 1994, 'le': 0.21520610199999998}, {'year': 1996, 'le': 0.7363337870000001}]","[{'year': 1994, 'eg': 0.4904754195672117}, {'year': 1996, 'eg': 0.33289381552983116}]"
1383,John E. Ensign,republican,Nevada,1,candidate,"[{'year': 1994, 'le': 0.364644498}, {'year': 1996, 'le': 1.328418374}]","[{'year': 1994, 'eg': 0.49056957158910935}, {'year': 1996, 'eg': 0.4340065935466676}]"
1384,Charles F. Bass,republican,New Hampshire,2,candidate,"[{'year': 1994, 'le': 0.788469493}, {'year': 1996, 'le': 0.23921236399999998}, {'year': 1998, 'le': 0.154211149}, {'year': 2000, 'le': 1.775861979}, {'year': 2004, 'le': 0.735893569}]","[{'year': 1994, 'eg': 0.4450588897897545}, {'year': 1996, 'eg': 0.42957329606182687}, {'year': 1998, 'eg': 0.41616603118509565}, {'year': 2000, 'eg': 0.3444276553401636}, {'year': 2004, 'eg': 0.29918280041682666}]"
1385,Frank A. LoBiondo,republican,New Jersey,2,candidate,"[{'year': 1994, 'le': 0.038261469}, {'year': 1996, 'le': 0.148808479}, {'year': 1998, 'le': 1.034749269}, {'year': 2000, 'le': 0.156547874}, {'year': 2002, 'le': 0.18262723100000003}, {'year': 2004, 'le': 0.833042444}, {'year': 2006, 'le': 0.212292746}, {'year': 2008, 'le': 0.6946309159999999}, {'year': 2010, 'le': 1.676943541}, {'year': 2012, 'le': 0.875072062}, {'year': 2014, 'le': 0.5820476410000001}, {'year': 2016, 'le': 0.8464249970000001}]","[{'year': 1994, 'eg': 0.20756755735050436}, {'year': 1996, 'eg': 0.2769099031343162}, {'year': 1998, 'eg': 0.14891106180307248}, {'year': 2000, 'eg': 0.1555445802812806}, {'year': 2002, 'eg': 0.09064923370399114}, {'year': 2004, 'eg': 0.17606482772131013}, {'year': 2006, 'eg': 0.23990020656465805}, {'year': 2008, 'eg': 0.30029228954272535}, {'year': 2010, 'eg': 0.1543262326471996}, {'year': 2012, 'eg': 0.3262906088165801}, {'year': 2014, 'eg': 0.2581231512633504}, {'year': 2016, 'eg': 0.2800533924343928}]"
1386,William J. Martini,republican,New Jersey,8,candidate,"[{'year': 1994, 'le': 1.2720472809999999}]","[{'year': 1994, 'eg': 0.4870409144926716}]"
1387,Rodney P. Frelinghuysen,republican,New Jersey,11,candidate,"[{'year': 1994, 'le': 0.636023641}, {'year': 1996, 'le': 0.478705406}, {'year': 1998, 'le': 1.065834999}, {'year': 2000, 'le': 0.6578834060000001}, {'year': 2002, 'le': 2.937325478}, {'year': 2004, 'le': 0.238290232}, {'year': 2006, 'le': 0.112802595}, {'year': 2008, 'le': 0.502182266}, {'year': 2010, 'le': 3.6507277489999996}, {'year': 2012, 'le': 1.6916769740000002}, {'year': 2014, 'le': 1.072507262}, {'year': 2016, 'le': 0.788697958}]","[{'year': 1994, 'eg': 0.06756877157812674}, {'year': 1996, 'eg': 0.14591351241191733}, {'year': 1998, 'eg': 0.11906008552000054}, {'year': 2000, 'eg': 0.11590064198540743}, {'year': 2002, 'eg': 0.04017356460762857}, {'year': 2004, 'eg': 0.13141127424814697}, {'year': 2006, 'eg': 0.24555697268443058}, {'year': 2008, 'eg': 0.25162356715308476}, {'year': 2010, 'eg': 0.13324532453245325}, {'year': 2012, 'eg': 0.31172404222565747}, {'year': 2014, 'eg': 0.24860517229552054}, {'year': 2016, 'eg': 0.30854468166403975}]"
1388,Peter T. King,republican,New York,3,candidate,"[{'year': 1994, 'le': 0.176002756}, {'year': 1996, 'le': 0.18804010699999998}, {'year': 1998, 'le': 0.267449677}, {'year': 2000, 'le': 2.000685692}, {'year': 2002, 'le': 1.753616929}, {'year': 2004, 'le': 3.3045385489999997}, {'year': 2006, 'le': 1.1097515820000001}, {'year': 2008, 'le': 1.452476741}, {'year': 2010, 'le': 0.58491081}, {'year': 2012, 'le': 0.41734361600000003}, {'year': 2014, 'le': 1.077150464}, {'year': 2016, 'le': 1.030808926}]","[{'year': 1994, 'eg': 0.40468158630903406}, {'year': 1996, 'eg': 0.42997929909910604}, {'year': 1998, 'eg': 0.3427389309384682}, {'year': 2000, 'eg': 0.389933933976761}, {'year': 2002, 'eg': 0.21680187759213812}, {'year': 2004, 'eg': 0.33998418347172793}, {'year': 2006, 'eg': 0.44428749889850144}, {'year': 2008, 'eg': 0.32561489930916504}, {'year': 2010, 'eg': 0.0675950648120236}, {'year': 2012, 'eg': 0.41646678831042705}, {'year': 2014, 'eg': 0.2623467947100268}, {'year': 2016, 'eg': 0.3258552929913841}, {'year': 2018, 'eg': 0.4844082299340428}]"
1389,Dan Frisa,republican,New York,4,candidate,"[{'year': 1994, 'le': 0.37510401}]","[{'year': 1994, 'eg': 0.3854644364227973}]"
1390,Nydia M. Vel___zquez,democrat,New York,12,candidate,"[{'year': 1994, 'le': 0.19130733600000002}, {'year': 2014, 'le': 1.7314126490000001}]","[{'year': 1994, 'eg': 0.0}, {'year': 2014, 'eg': 0.10459414494614869}]"
1391,Jos_ E. Serrano,democrat,New York,16,candidate,"[{'year': 1994, 'le': 0.28163272100000003}, {'year': 1996, 'le': 0.42672377799999994}, {'year': 2000, 'le': 0.171676964}, {'year': 2002, 'le': 0.172665745}, {'year': 2006, 'le': 1.303536057}, {'year': 2008, 'le': 1.817304281}, {'year': 2012, 'le': 0.24370430399999998}, {'year': 2014, 'le': 0.532933593}, {'year': 2016, 'le': 0.258639187}]","[{'year': 1994, 'eg': 0.0}, {'year': 1996, 'eg': 0.14328881137069507}, {'year': 2000, 'eg': 0.19065819376073065}, {'year': 2002, 'eg': 0.06713488158666225}, {'year': 2006, 'eg': 0.19699571985496578}, {'year': 2008, 'eg': 0.20425194248933623}, {'year': 2012, 'eg': 0.32148954630692156}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.32372498102765573}]"
1392,Sue W. Kelly,republican,New York,19,candidate,"[{'year': 1994, 'le': 0.287734687}, {'year': 1996, 'le': 0.653653681}, {'year': 1998, 'le': 1.4212032559999999}, {'year': 2000, 'le': 0.85141021}, {'year': 2002, 'le': 1.3367348909999999}, {'year': 2004, 'le': 1.9974365680000001}]","[{'year': 1994, 'eg': 0.35875633119139005}, {'year': 1996, 'eg': 0.4396317821514349}, {'year': 1998, 'eg': 0.3300092542362064}, {'year': 2000, 'eg': 0.3059334682472291}, {'year': 2002, 'eg': 0.19587742620246115}, {'year': 2004, 'eg': 0.2893249177623536}]"
1393,Sherwood K. Boehlert,republican,New York,23,candidate,"[{'year': 1994, 'le': 0.0}]","[{'year': 1994, 'eg': 0.09307786550503676}]"
1394,David Funderburk,republican,North Carolina,2,candidate,"[{'year': 1994, 'le': 0.057392202}]","[{'year': 1994, 'eg': 0.37911893525037327}]"
1395,"Walter B. Jones, Jr.",republican,North Carolina,3,candidate,"[{'year': 1994, 'le': 1.387218475}]","[{'year': 1994, 'eg': 0.4458091171614161}]"
1396,Fred Heineman,republican,North Carolina,4,candidate,"[{'year': 1994, 'le': 1.925401568}]","[{'year': 1994, 'eg': 0.49213379035968147}]"
1397,Richard Burr,republican,North Carolina,5,candidate,"[{'year': 1994, 'le': 0.249473229}, {'year': 1996, 'le': 0.8599268790000001}, {'year': 1998, 'le': 0.910439372}, {'year': 2000, 'le': 0.39844253700000004}, {'year': 2002, 'le': 2.7178952689999996}]","[{'year': 1994, 'eg': 0.35435495318890053}, {'year': 1996, 'eg': 0.23363599080582553}, {'year': 1998, 'eg': 0.140957280859488}, {'year': 2000, 'eg': 0.0}, {'year': 2002, 'eg': 0.09620641732463843}]"
1398,Sue Myrick,republican,North Carolina,9,candidate,"[{'year': 1994, 'le': 0.693415821}, {'year': 1996, 'le': 0.87800765}]","[{'year': 1994, 'eg': 0.2002516705718997}, {'year': 1996, 'eg': 0.22444292957266415}]"
1399,Steve Chabot,republican,Ohio,1,candidate,"[{'year': 1994, 'le': 0.13430199}, {'year': 1996, 'le': 1.209725738}, {'year': 1998, 'le': 0.42992752799999995}, {'year': 2000, 'le': 2.2394535540000002}, {'year': 2002, 'le': 1.4618748430000001}, {'year': 2004, 'le': 1.56796538}, {'year': 2006, 'le': 1.7644379140000002}, {'year': 2010, 'le': 1.2799917459999999}, {'year': 2012, 'le': 2.270490646}, {'year': 2014, 'le': 4.335242748}, {'year': 2016, 'le': 3.7349677089999997}]","[{'year': 1994, 'eg': 0.3783372231167719}, {'year': 1996, 'eg': 0.39193495220305463}, {'year': 1998, 'eg': 0.4402777140760446}, {'year': 2000, 'eg': 0.41634910265483516}, {'year': 2002, 'eg': 0.20402157633623513}, {'year': 2004, 'eg': 0.30268609653525974}, {'year': 2006, 'eg': 0.4550340149507574}, {'year': 2010, 'eg': 0.44493295884238626}, {'year': 2012, 'eg': 0.29864804584291255}, {'year': 2014, 'eg': 0.23567125841637832}, {'year': 2016, 'eg': 0.3157519420048029}, {'year': 2018, 'eg': 0.4558282453277318}]"
1400,Rob Portman,republican,Ohio,2,candidate,"[{'year': 1994, 'le': 0.867227018}, {'year': 1996, 'le': 2.595133305}, {'year': 1998, 'le': 1.89000845}, {'year': 2000, 'le': 4.721050739}, {'year': 2002, 'le': 1.6963661909999999}, {'year': 2004, 'le': 0.269678107}]","[{'year': 1994, 'eg': -0.048839872483983124}, {'year': 1996, 'eg': 0.006164417877775337}, {'year': 1998, 'eg': -0.01586892362389939}, {'year': 2000, 'eg': -0.004761458667368064}, {'year': 2002, 'eg': 0.019019657901455194}, {'year': 2004, 'eg': 0.06590794292208613}]"
1401,Frank A. Cremans,republican,Ohio,6,candidate,"[{'year': 1994, 'le': 0.306865424}]","[{'year': 1994, 'eg': 0.4810131528996673}]"
1402,Robert W. Ney,republican,Ohio,18,candidate,"[{'year': 1994, 'le': 0.693415821}, {'year': 1996, 'le': 0.457084596}, {'year': 1998, 'le': 0.18505337800000002}, {'year': 2000, 'le': 2.559853315}, {'year': 2002, 'le': 2.724551678}, {'year': 2004, 'le': 3.791599415}]","[{'year': 1994, 'eg': 0.42049874110792973}, {'year': 1996, 'eg': 0.4613757948709177}, {'year': 1998, 'eg': 0.29462411423091267}, {'year': 2000, 'eg': 0.1909494513858058}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.1767044184486998}]"
1403,Steven C. LaTourette,republican,Ohio,19,candidate,"[{'year': 1994, 'le': 2.250076771}, {'year': 1996, 'le': 2.95562315}, {'year': 1998, 'le': 0.387814105}, {'year': 2000, 'le': 0.349409252}, {'year': 2002, 'le': 1.7149120569999998}, {'year': 2004, 'le': 0.887529927}, {'year': 2006, 'le': 1.01126492}, {'year': 2008, 'le': 0.22308669899999997}, {'year': 2010, 'le': 0.19057838600000002}]","[{'year': 1994, 'eg': 0.4500829123069016}, {'year': 1996, 'eg': 0.3628185026274314}, {'year': 1998, 'eg': 0.17154068609987635}, {'year': 2000, 'eg': 0.17132928542753914}, {'year': 2002, 'eg': 0.056982808576395594}, {'year': 2004, 'eg': 0.2450352557520086}, {'year': 2006, 'eg': 0.3149783079393741}, {'year': 2008, 'eg': 0.3042374533202563}, {'year': 2010, 'eg': 0.16528923829943906}]"
